FormID,GridX,GridY,EDID,LandscapeID,PathgridID
0x01F8D6C3,43,-30,"wilderness",0x00000000,0x00000000
0x01F8D6C2,42,-30,"wilderness",0x00000000,0x00000000
0x01F8D6C1,41,-30,"wilderness",0x00000000,0x00000000
0x01F8D6C0,40,-30,"wilderness",0x00000000,0x00000000
0x01F8D6BF,47,-31,"wilderness",0x00000000,0x00000000
0x01F8D6BE,46,-31,"wilderness",0x00000000,0x00000000
0x01F8D6BD,45,-31,"wilderness",0x00000000,0x00000000
0x01F8D6BC,44,-31,"wilderness",0x00000000,0x00000000
0x01F8D6BB,43,-31,"wilderness",0x00000000,0x00000000
0x01F8D6BA,42,-31,"wilderness",0x00000000,0x00000000
0x01F8D6B9,41,-31,"wilderness",0x00000000,0x00000000
0x01F8D6B8,40,-31,"wilderness",0x00000000,0x00000000
0x01F8D6B7,47,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B6,46,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B5,45,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B4,44,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B3,43,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B2,42,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B1,41,-32,"wilderness",0x00000000,0x00000000
0x01F8D6B0,40,-32,"wilderness",0x00000000,0x00000000
0x014C0307,33,-7,"wilderness",0x01581A16,0x01F8CAA7
0x014C0306,32,-7,"wilderness",0x01581A14,0x01F8CAA6
0x014C0305,33,-8,"wilderness",0x01581A12,0x01F8CAA5
0x014C0304,32,-8,"wilderness",0x01581A10,0x01F8CAA4
0x014C0303,33,-5,"wilderness",0x01581A1E,0x01F8CAA3
0x014C0302,32,-5,"wilderness",0x01581A1C,0x01F8CAA2
0x014C0301,33,-6,"wilderness",0x01581A1A,0x01F8CAA1
0x014C0300,32,-6,"wilderness",0x01581A18,0x01F8CAA0
0x014C02FF,33,-3,"wilderness",0x01581A26,0x01F8CA9F
0x014C02FE,32,-3,"wilderness",0x01581A24,0x01F8CA9E
0x014C02FD,33,-4,"wilderness",0x01581A22,0x01F8CA9D
0x014C02FC,32,-4,"wilderness",0x01581A20,0x01F8CA9C
0x014C02FB,33,-1,"wilderness",0x01581A2E,0x01F8CA9B
0x014C02FA,32,-1,"wilderness",0x01581A2C,0x01F8CA9A
0x014C02F9,33,-2,"wilderness",0x01581A2A,0x01F8CA99
0x014C02F8,32,-2,"wilderness",0x01581A28,0x01F8CA98
0x014C027F,35,-7,"wilderness",0x01581A36,0x01F8CA97
0x014C027E,34,-7,"wilderness",0x01581A34,0x01F8CA96
0x014C027D,35,-8,"wilderness",0x01581A32,0x01F8CA95
0x014C027C,34,-8,"wilderness",0x01581A30,0x01F8CA94
0x014C027B,35,-5,"wilderness",0x01581A3E,0x01F8CA93
0x014C027A,34,-5,"wilderness",0x01581A3C,0x01F8CA92
0x014C0279,35,-6,"wilderness",0x01581A3A,0x01F8CA91
0x014C0278,34,-6,"wilderness",0x01581A38,0x01F8CA90
0x014C0277,35,-3,"wilderness",0x01581A46,0x01F8CA8F
0x014C0276,34,-3,"wilderness",0x01581A44,0x01F8CA8E
0x014C0275,35,-4,"wilderness",0x01581A42,0x01F8CA8D
0x014C0274,34,-4,"wilderness",0x01581A40,0x01F8CA8C
0x014C0273,35,-1,"wilderness",0x01581A4E,0x01F8CA8B
0x014C0272,34,-1,"wilderness",0x01581A4C,0x01F8CA8A
0x014C0271,35,-2,"wilderness",0x01581A4A,0x01F8CA89
0x014C0270,34,-2,"wilderness",0x01581A48,0x01F8CA88
0x014C0203,37,-7,"wilderness",0x01581A56,0x01F8CA87
0x014C0202,36,-7,"wilderness",0x01581A54,0x01F8CA86
0x014C0201,37,-8,"wilderness",0x01581A52,0x01F8CA85
0x014C0200,36,-8,"wilderness",0x01581A50,0x01F8CA84
0x014C01FF,37,-5,"wilderness",0x01581A5E,0x01F8CA83
0x014C01FE,36,-5,"wilderness",0x01581A5C,0x01F8CA82
0x014C01FD,37,-6,"wilderness",0x01581A5A,0x01F8CA81
0x014C01FC,36,-6,"wilderness",0x01581A58,0x01F8CA80
0x014C01FB,37,-3,"wilderness",0x01581A66,0x01F8CA7F
0x014C01FA,36,-3,"wilderness",0x01581A64,0x01F8CA7E
0x014C01F9,37,-4,"wilderness",0x01581A62,0x01F8CA7D
0x014C01F8,36,-4,"wilderness",0x01581A60,0x01F8CA7C
0x014C01F7,37,-1,"wilderness",0x01581A6E,0x01F8CA7B
0x014C01F6,36,-1,"wilderness",0x01581A6C,0x01F8CA7A
0x014C01F5,37,-2,"wilderness",0x01581A6A,0x01F8CA79
0x014C01F4,36,-2,"wilderness",0x01581A68,0x01F8CA78
0x014C019B,39,-7,"Holamayan03",0x01581A76,0x01F8CA77
0x014C019A,38,-7,"Holamayan02",0x01581A74,0x01F8CA76
0x014C0199,39,-8,"Holamayan01",0x01581A72,0x01F8CA75
0x014C0198,38,-8,"Holamayan00",0x01581A70,0x01F8CA74
0x014C0197,39,-5,"wilderness",0x01581A7E,0x00000000
0x014C0196,38,-5,"wilderness",0x01581A7C,0x01F8CA73
0x014C0195,39,-6,"wilderness",0x01581A7A,0x01F8CA72
0x014C0194,38,-6,"wilderness",0x01581A78,0x01F8CA71
0x014C0193,39,-3,"wilderness",0x01581A86,0x01F8CA70
0x014C0192,38,-3,"wilderness",0x01581A84,0x01F8CA6F
0x014C0191,39,-4,"wilderness",0x01581A82,0x01F8CA6E
0x014C0190,38,-4,"wilderness",0x01581A80,0x01F8CA6D
0x014C018F,39,-1,"wilderness",0x01581A8E,0x01F8CA6C
0x014C018E,38,-1,"wilderness",0x01581A8C,0x01F8CA6B
0x014C018D,39,-2,"wilderness",0x01581A8A,0x00000000
0x014C018C,38,-2,"wilderness",0x01581A88,0x01F8CA6A
0x014C0317,33,-15,"wilderness",0x01581996,0x01F8CA69
0x014C0316,32,-15,"wilderness",0x01581994,0x01F8CA68
0x014C0315,33,-16,"wilderness",0x01581992,0x01F8CA67
0x014C0314,32,-16,"wilderness",0x01581990,0x01F8CA66
0x014C0313,33,-13,"wilderness",0x0158199E,0x01F8CA65
0x014C0312,32,-13,"wilderness",0x0158199C,0x01F8CA64
0x014C0311,33,-14,"wilderness",0x0158199A,0x01F8CA63
0x014C0310,32,-14,"wilderness",0x01581998,0x01F8CA62
0x014C030F,33,-11,"wilderness",0x015819A6,0x01F8CA61
0x014C030E,32,-11,"wilderness",0x015819A4,0x01F8CA60
0x014C030D,33,-12,"wilderness",0x015819A2,0x01F8CA5F
0x014C030C,32,-12,"wilderness",0x015819A0,0x01F8CA5E
0x014C030B,33,-9,"wilderness",0x015819AE,0x01F8CA5D
0x014C030A,32,-9,"wilderness",0x015819AC,0x01F8CA5C
0x014C0309,33,-10,"wilderness",0x015819AA,0x01F8CA5B
0x014C0308,32,-10,"wilderness",0x015819A8,0x01F8CA5A
0x014C028F,35,-15,"wilderness",0x015819B6,0x01F8CA59
0x014C028E,34,-15,"wilderness",0x015819B4,0x01F8CA58
0x014C028D,35,-16,"wilderness",0x015819B2,0x01F8CA57
0x014C028C,34,-16,"wilderness",0x015819B0,0x01F8CA56
0x014C028B,35,-13,"wilderness",0x015819BE,0x01F8CA55
0x014C028A,34,-13,"wilderness",0x015819BC,0x01F8CA54
0x014C0289,35,-14,"wilderness",0x015819BA,0x01F8CA53
0x014C0288,34,-14,"wilderness",0x015819B8,0x01F8CA52
0x014C0287,35,-11,"Nchurdamz03",0x015819C6,0x015819C7
0x014C0286,34,-11,"Nchurdamz02",0x015819C4,0x015819C5
0x014C0285,35,-12,"Nchurdamz01",0x015819C2,0x015819C3
0x014C0284,34,-12,"Nchurdamz00",0x015819C0,0x015819C1
0x014C0283,35,-9,"wilderness",0x015819CE,0x015819CF
0x014C0282,34,-9,"wilderness",0x015819CC,0x015819CD
0x014C0281,35,-10,"wilderness",0x015819CA,0x015819CB
0x014C0280,34,-10,"wilderness",0x015819C8,0x015819C9
0x014C0213,37,-15,"wilderness",0x015819D6,0x01F8CA51
0x014C0212,36,-15,"wilderness",0x015819D4,0x01F8CA50
0x014C0211,37,-16,"wilderness",0x015819D2,0x01F8CA4F
0x014C0210,36,-16,"wilderness",0x015819D0,0x01F8CA4E
0x014C020F,37,-13,"wilderness",0x015819DE,0x01F8CA4D
0x014C020E,36,-13,"wilderness",0x015819DC,0x01F8CA4C
0x014C020D,37,-14,"wilderness",0x015819DA,0x01F8CA4B
0x014C020C,36,-14,"wilderness",0x015819D8,0x01F8CA4A
0x014C020B,37,-11,"wilderness",0x015819E6,0x01F8CA49
0x014C020A,36,-11,"wilderness",0x015819E4,0x01F8CA48
0x014C0209,37,-12,"wilderness",0x015819E2,0x01F8CA47
0x014C0208,36,-12,"wilderness",0x015819E0,0x01F8CA46
0x014C0207,37,-9,"wilderness",0x015819EE,0x01F8CA45
0x014C0206,36,-9,"wilderness",0x015819EC,0x01F8CA44
0x014C0205,37,-10,"wilderness",0x015819EA,0x01F8CA43
0x014C0204,36,-10,"wilderness",0x015819E8,0x01F8CA42
0x014C01AB,39,-15,"wilderness",0x015819F6,0x01F8CA41
0x014C01AA,38,-15,"wilderness",0x015819F4,0x01F8CA40
0x014C01A9,39,-16,"wilderness",0x015819F2,0x01F8CA3F
0x014C01A8,38,-16,"wilderness",0x015819F0,0x01F8CA3E
0x014C01A7,39,-13,"wilderness",0x015819FE,0x01F8CA3D
0x014C01A6,38,-13,"wilderness",0x015819FC,0x01F8CA3C
0x014C01A5,39,-14,"wilderness",0x015819FA,0x01F8CA3B
0x014C01A4,38,-14,"wilderness",0x015819F8,0x01F8CA3A
0x014C01A3,39,-11,"wilderness",0x01581A06,0x01F8CA39
0x014C01A2,38,-11,"wilderness",0x01581A04,0x01F8CA38
0x014C01A1,39,-12,"wilderness",0x01581A02,0x01F8CA37
0x014C01A0,38,-12,"wilderness",0x01581A00,0x01F8CA36
0x014C019F,39,-9,"wilderness",0x01581A0E,0x01F8CA35
0x014C019E,38,-9,"wilderness",0x01581A0C,0x01F8CA34
0x014C019D,39,-10,"wilderness",0x01581A0A,0x01F8CA33
0x014C019C,38,-10,"wilderness",0x01581A08,0x01F8CA32
0x014C0327,33,-23,"wilderness",0x01581916,0x00000000
0x014C0326,32,-23,"wilderness",0x01581914,0x01F8CA31
0x014C0325,33,-24,"wilderness",0x01581912,0x00000000
0x014C0324,32,-24,"wilderness",0x01581910,0x00000000
0x014C0323,33,-21,"wilderness",0x0158191E,0x00000000
0x014C0322,32,-21,"wilderness",0x0158191C,0x00000000
0x014C0321,33,-22,"wilderness",0x0158191A,0x00000000
0x014C0320,32,-22,"wilderness",0x01581918,0x01F8CA30
0x014C031F,33,-19,"wilderness",0x01581926,0x01F8CA2F
0x014C031E,32,-19,"wilderness",0x01581924,0x01F8CA2E
0x014C031D,33,-20,"wilderness",0x01581922,0x00000000
0x014C031C,32,-20,"wilderness",0x01581920,0x01F8CA2D
0x014C031B,33,-17,"wilderness",0x0158192E,0x01F8CA2C
0x014C031A,32,-17,"wilderness",0x0158192C,0x0158192D
0x014C0319,33,-18,"wilderness",0x0158192A,0x01F8CA2B
0x014C0318,32,-18,"wilderness",0x01581928,0x01581929
0x014C029F,35,-23,"wilderness",0x01581936,0x00000000
0x014C029E,34,-23,"wilderness",0x01581934,0x00000000
0x014C029D,35,-24,"wilderness",0x01581932,0x00000000
0x014C029C,34,-24,"wilderness",0x01581930,0x00000000
0x014C029B,35,-21,"wilderness",0x0158193E,0x00000000
0x014C029A,34,-21,"wilderness",0x0158193C,0x00000000
0x014C0299,35,-22,"wilderness",0x0158193A,0x00000000
0x014C0298,34,-22,"wilderness",0x01581938,0x00000000
0x014C0297,35,-19,"wilderness",0x01581946,0x00000000
0x014C0296,34,-19,"wilderness",0x01581944,0x01F8CA2A
0x014C0295,35,-20,"wilderness",0x01581942,0x00000000
0x014C0294,34,-20,"wilderness",0x01581940,0x00000000
0x014C0293,35,-17,"wilderness",0x0158194E,0x01F8CA29
0x014C0292,34,-17,"wilderness",0x0158194C,0x01F8CA28
0x014C0291,35,-18,"wilderness",0x0158194A,0x01F8CA27
0x014C0290,34,-18,"wilderness",0x01581948,0x01F8CA26
0x014C0223,37,-23,"wilderness",0x01581956,0x00000000
0x014C0222,36,-23,"wilderness",0x01581954,0x00000000
0x014C0221,37,-24,"wilderness",0x01581952,0x00000000
0x014C0220,36,-24,"wilderness",0x01581950,0x00000000
0x014C021F,37,-21,"wilderness",0x0158195E,0x00000000
0x014C021E,36,-21,"wilderness",0x0158195C,0x00000000
0x014C021D,37,-22,"wilderness",0x0158195A,0x00000000
0x014C021C,36,-22,"wilderness",0x01581958,0x00000000
0x014C021B,37,-19,"wilderness",0x01581966,0x00000000
0x014C021A,36,-19,"wilderness",0x01581964,0x00000000
0x014C0219,37,-20,"wilderness",0x01581962,0x00000000
0x014C0218,36,-20,"wilderness",0x01581960,0x00000000
0x014C0217,37,-17,"wilderness",0x0158196E,0x01F8CA25
0x014C0216,36,-17,"wilderness",0x0158196C,0x01F8CA24
0x014C0215,37,-18,"wilderness",0x0158196A,0x01F8CA23
0x014C0214,36,-18,"wilderness",0x01581968,0x01F8CA22
0x014C01BB,39,-23,"wilderness",0x00000000,0x00000000
0x014C01BA,38,-23,"wilderness",0x00000000,0x00000000
0x014C01B9,39,-24,"wilderness",0x00000000,0x00000000
0x014C01B8,38,-24,"wilderness",0x00000000,0x00000000
0x014C01B7,39,-21,"wilderness",0x0158197E,0x00000000
0x014C01B6,38,-21,"wilderness",0x0158197C,0x00000000
0x014C01B5,39,-22,"wilderness",0x0158197A,0x00000000
0x014C01B4,38,-22,"wilderness",0x01581978,0x00000000
0x014C01B3,39,-19,"wilderness",0x01581986,0x01F8CA21
0x014C01B2,38,-19,"wilderness",0x01581984,0x00000000
0x014C01B1,39,-20,"wilderness",0x01581982,0x00000000
0x014C01B0,38,-20,"wilderness",0x01581980,0x00000000
0x014C01AF,39,-17,"wilderness",0x0158198E,0x01F8CA20
0x014C01AE,38,-17,"wilderness",0x0158198C,0x01F8CA1F
0x014C01AD,39,-18,"wilderness",0x0158198A,0x01F8CA1E
0x014C01AC,38,-18,"wilderness",0x01581988,0x00000000
0x01F8D6AF,39,-25,"wilderness",0x00000000,0x00000000
0x01F8D6AE,38,-25,"wilderness",0x00000000,0x00000000
0x01F8D6AD,39,-26,"wilderness",0x00000000,0x00000000
0x01F8D6AC,38,-26,"wilderness",0x00000000,0x00000000
0x01F8D6AB,39,-27,"wilderness",0x00000000,0x00000000
0x01F8D6AA,38,-27,"wilderness",0x00000000,0x00000000
0x01F8D6A9,39,-28,"wilderness",0x00000000,0x00000000
0x01F8D6A8,38,-28,"wilderness",0x00000000,0x00000000
0x01F8D6A7,39,-29,"wilderness",0x00000000,0x00000000
0x01F8D6A6,38,-29,"wilderness",0x00000000,0x00000000
0x01F8D6A5,39,-30,"wilderness",0x00000000,0x00000000
0x01F8D6A4,38,-30,"wilderness",0x00000000,0x00000000
0x01F8D6A3,39,-31,"wilderness",0x00000000,0x00000000
0x01F8D6A2,38,-31,"wilderness",0x00000000,0x00000000
0x01F8D6A1,39,-32,"wilderness",0x00000000,0x00000000
0x01F8D6A0,38,-32,"wilderness",0x00000000,0x00000000
0x014C0337,33,-31,"wilderness",0x015818B6,0x00000000
0x014C0336,32,-31,"wilderness",0x015818B4,0x00000000
0x014C0335,33,-32,"wilderness",0x015818B2,0x00000000
0x014C0334,32,-32,"wilderness",0x015818B0,0x00000000
0x014C0333,33,-29,"wilderness",0x015818BE,0x00000000
0x014C0332,32,-29,"wilderness",0x015818BC,0x00000000
0x014C0331,33,-30,"wilderness",0x015818BA,0x00000000
0x014C0330,32,-30,"wilderness",0x015818B8,0x00000000
0x014C032F,33,-27,"wilderness",0x015818C6,0x00000000
0x014C032E,32,-27,"wilderness",0x015818C4,0x00000000
0x014C032D,33,-28,"wilderness",0x015818C2,0x00000000
0x014C032C,32,-28,"wilderness",0x015818C0,0x00000000
0x014C032B,33,-25,"wilderness",0x015818CE,0x00000000
0x014C032A,32,-25,"wilderness",0x015818CC,0x00000000
0x014C0329,33,-26,"wilderness",0x015818CA,0x00000000
0x014C0328,32,-26,"wilderness",0x015818C8,0x00000000
0x014C02AF,35,-31,"wilderness",0x00000000,0x00000000
0x014C02AE,34,-31,"wilderness",0x00000000,0x00000000
0x014C02AD,35,-32,"wilderness",0x00000000,0x00000000
0x014C02AC,34,-32,"wilderness",0x00000000,0x00000000
0x014C02AB,35,-29,"wilderness",0x015818DE,0x00000000
0x014C02AA,34,-29,"wilderness",0x015818DC,0x00000000
0x014C02A9,35,-30,"wilderness",0x015818DA,0x00000000
0x014C02A8,34,-30,"wilderness",0x015818D8,0x00000000
0x014C02A7,35,-27,"wilderness",0x015818E6,0x00000000
0x014C02A6,34,-27,"wilderness",0x015818E4,0x00000000
0x014C02A5,35,-28,"wilderness",0x015818E2,0x00000000
0x014C02A4,34,-28,"wilderness",0x015818E0,0x00000000
0x014C02A3,35,-25,"wilderness",0x015818EE,0x00000000
0x014C02A2,34,-25,"wilderness",0x015818EC,0x00000000
0x014C02A1,35,-26,"wilderness",0x015818EA,0x00000000
0x014C02A0,34,-26,"wilderness",0x015818E8,0x00000000
0x014C0233,37,-31,"wilderness",0x00000000,0x00000000
0x014C0232,36,-31,"wilderness",0x00000000,0x00000000
0x014C0231,37,-32,"wilderness",0x00000000,0x00000000
0x014C0230,36,-32,"wilderness",0x00000000,0x00000000
0x014C022F,37,-29,"wilderness",0x00000000,0x00000000
0x014C022E,36,-29,"wilderness",0x00000000,0x00000000
0x014C022D,37,-30,"wilderness",0x00000000,0x00000000
0x014C022C,36,-30,"wilderness",0x00000000,0x00000000
0x014C022B,37,-27,"wilderness",0x01581906,0x00000000
0x014C022A,36,-27,"wilderness",0x01581904,0x00000000
0x014C0229,37,-28,"wilderness",0x01581902,0x00000000
0x014C0228,36,-28,"wilderness",0x01581900,0x00000000
0x014C0227,37,-25,"wilderness",0x0158190E,0x00000000
0x014C0226,36,-25,"wilderness",0x0158190C,0x00000000
0x014C0225,37,-26,"wilderness",0x0158190A,0x00000000
0x014C0224,36,-26,"wilderness",0x01581908,0x00000000
0x01F8D69F,49,-33,"wilderness",0x00000000,0x00000000
0x01F8D69E,48,-33,"wilderness",0x00000000,0x00000000
0x01F8D69D,48,-34,"wilderness",0x00000000,0x00000000
0x01F8D69C,47,-33,"wilderness",0x00000000,0x00000000
0x01F8D69B,46,-33,"wilderness",0x00000000,0x00000000
0x01F8D69A,45,-33,"wilderness",0x00000000,0x00000000
0x01F8D699,44,-33,"wilderness",0x00000000,0x00000000
0x01F8D698,43,-33,"wilderness",0x00000000,0x00000000
0x01F8D697,42,-33,"wilderness",0x00000000,0x00000000
0x01F8D696,41,-33,"wilderness",0x00000000,0x00000000
0x01F8D695,40,-33,"wilderness",0x00000000,0x00000000
0x01F8D694,47,-34,"wilderness",0x00000000,0x00000000
0x01F8D693,46,-34,"wilderness",0x00000000,0x00000000
0x01F8D692,45,-34,"wilderness",0x00000000,0x00000000
0x01F8D691,44,-34,"wilderness",0x00000000,0x00000000
0x01F8D690,43,-34,"wilderness",0x00000000,0x00000000
0x01F8D68F,42,-34,"wilderness",0x00000000,0x00000000
0x01F8D68E,41,-34,"wilderness",0x00000000,0x00000000
0x01F8D68D,40,-34,"wilderness",0x00000000,0x00000000
0x01F8D68C,46,-35,"wilderness",0x00000000,0x00000000
0x01F8D68B,45,-35,"wilderness",0x00000000,0x00000000
0x01F8D68A,44,-35,"wilderness",0x00000000,0x00000000
0x01F8D689,43,-35,"wilderness",0x00000000,0x00000000
0x01F8D688,42,-35,"wilderness",0x00000000,0x00000000
0x01F8D687,41,-35,"wilderness",0x00000000,0x00000000
0x01F8D686,40,-35,"wilderness",0x00000000,0x00000000
0x01F8D685,44,-36,"wilderness",0x00000000,0x00000000
0x01F8D684,43,-36,"wilderness",0x00000000,0x00000000
0x01F8D683,42,-36,"wilderness",0x00000000,0x00000000
0x01F8D682,41,-36,"wilderness",0x00000000,0x00000000
0x01F8D681,40,-36,"wilderness",0x00000000,0x00000000
0x01F8D680,42,-37,"wilderness",0x00000000,0x00000000
0x01F8D67F,41,-37,"wilderness",0x00000000,0x00000000
0x01F8D67E,40,-37,"wilderness",0x00000000,0x00000000
0x01F8D67D,40,-38,"wilderness",0x00000000,0x00000000
0x01F8D67C,39,-33,"wilderness",0x00000000,0x00000000
0x01F8D67B,38,-33,"wilderness",0x00000000,0x00000000
0x01F8D67A,37,-33,"wilderness",0x00000000,0x00000000
0x01F8D679,36,-33,"wilderness",0x00000000,0x00000000
0x01F8D678,35,-33,"wilderness",0x00000000,0x00000000
0x01F8D677,34,-33,"wilderness",0x00000000,0x00000000
0x01F8D676,39,-34,"wilderness",0x00000000,0x00000000
0x01F8D675,38,-34,"wilderness",0x00000000,0x00000000
0x01F8D674,37,-34,"wilderness",0x00000000,0x00000000
0x01F8D673,36,-34,"wilderness",0x00000000,0x00000000
0x01F8D672,35,-34,"wilderness",0x00000000,0x00000000
0x01F8D671,34,-34,"wilderness",0x00000000,0x00000000
0x01F8D670,39,-35,"wilderness",0x00000000,0x00000000
0x01F8D66F,38,-35,"wilderness",0x00000000,0x00000000
0x01F8D66E,37,-35,"wilderness",0x00000000,0x00000000
0x01F8D66D,36,-35,"wilderness",0x00000000,0x00000000
0x01F8D66C,35,-35,"wilderness",0x00000000,0x00000000
0x01F8D66B,34,-35,"wilderness",0x00000000,0x00000000
0x01F8D66A,33,-35,"wilderness",0x00000000,0x00000000
0x01F8D669,32,-35,"wilderness",0x00000000,0x00000000
0x01F8D668,39,-36,"wilderness",0x00000000,0x00000000
0x01F8D667,38,-36,"wilderness",0x00000000,0x00000000
0x01F8D666,37,-36,"wilderness",0x00000000,0x00000000
0x01F8D665,36,-36,"wilderness",0x00000000,0x00000000
0x01F8D664,35,-36,"wilderness",0x00000000,0x00000000
0x01F8D663,34,-36,"wilderness",0x00000000,0x00000000
0x01F8D662,33,-36,"wilderness",0x00000000,0x00000000
0x01F8D661,32,-36,"wilderness",0x00000000,0x00000000
0x01F8D660,39,-37,"wilderness",0x00000000,0x00000000
0x01F8D65F,38,-37,"wilderness",0x00000000,0x00000000
0x01F8D65E,37,-37,"wilderness",0x00000000,0x00000000
0x01F8D65D,36,-37,"wilderness",0x00000000,0x00000000
0x01F8D65C,35,-37,"wilderness",0x00000000,0x00000000
0x01F8D65B,34,-37,"wilderness",0x00000000,0x00000000
0x01F8D65A,33,-37,"wilderness",0x00000000,0x00000000
0x01F8D659,32,-37,"wilderness",0x00000000,0x00000000
0x01F8D658,39,-38,"wilderness",0x00000000,0x00000000
0x01F8D657,38,-38,"wilderness",0x00000000,0x00000000
0x01F8D656,37,-38,"wilderness",0x00000000,0x00000000
0x01F8D655,36,-38,"wilderness",0x00000000,0x00000000
0x01F8D654,35,-38,"wilderness",0x00000000,0x00000000
0x01F8D653,34,-38,"wilderness",0x00000000,0x00000000
0x01F8D652,33,-38,"wilderness",0x00000000,0x00000000
0x01F8D651,32,-38,"wilderness",0x00000000,0x00000000
0x01F8D650,38,-39,"wilderness",0x00000000,0x00000000
0x01F8D64F,37,-39,"wilderness",0x00000000,0x00000000
0x01F8D64E,36,-39,"wilderness",0x00000000,0x00000000
0x01F8D64D,35,-39,"wilderness",0x00000000,0x00000000
0x01F8D64C,34,-39,"wilderness",0x00000000,0x00000000
0x01F8D64B,33,-39,"wilderness",0x00000000,0x00000000
0x01F8D64A,32,-39,"wilderness",0x00000000,0x00000000
0x01F8D649,36,-40,"wilderness",0x00000000,0x00000000
0x01F8D648,35,-40,"wilderness",0x00000000,0x00000000
0x01F8D647,34,-40,"wilderness",0x00000000,0x00000000
0x01F8D646,33,-40,"wilderness",0x00000000,0x00000000
0x01F8D645,32,-40,"wilderness",0x00000000,0x00000000
0x014C033B,33,-33,"wilderness",0x00000000,0x00000000
0x014C033A,32,-33,"wilderness",0x00000000,0x00000000
0x014C0339,33,-34,"wilderness",0x00000000,0x00000000
0x014C0338,32,-34,"wilderness",0x00000000,0x00000000
0x01F8D644,34,-41,"wilderness",0x00000000,0x00000000
0x01F8D643,33,-41,"wilderness",0x00000000,0x00000000
0x01F8D642,32,-41,"wilderness",0x00000000,0x00000000
0x01F8D641,33,-42,"wilderness",0x00000000,0x00000000
0x01F8D640,32,-42,"wilderness",0x00000000,0x00000000
0x01F8D362,25,57,"wilderness",0x00000000,0x00000000
0x01F8D361,24,57,"wilderness",0x00000000,0x00000000
0x01F8D360,26,56,"wilderness",0x00000000,0x00000000
0x01F8D35F,25,56,"wilderness",0x00000000,0x00000000
0x01F8D35E,24,56,"wilderness",0x00000000,0x00000000
0x01F8D35D,28,55,"wilderness",0x00000000,0x00000000
0x01F8D35C,27,55,"wilderness",0x00000000,0x00000000
0x01F8D35B,26,55,"wilderness",0x00000000,0x00000000
0x01F8D35A,25,55,"wilderness",0x00000000,0x00000000
0x01F8D359,24,55,"wilderness",0x00000000,0x00000000
0x01F8D358,29,54,"wilderness",0x00000000,0x00000000
0x01F8D357,28,54,"wilderness",0x00000000,0x00000000
0x01F8D356,27,54,"wilderness",0x00000000,0x00000000
0x01F8D355,26,54,"wilderness",0x00000000,0x00000000
0x01F8D354,25,54,"wilderness",0x00000000,0x00000000
0x01F8D353,24,54,"wilderness",0x00000000,0x00000000
0x01F8D352,30,53,"wilderness",0x00000000,0x00000000
0x01F8D351,29,53,"wilderness",0x00000000,0x00000000
0x01F8D350,28,53,"wilderness",0x00000000,0x00000000
0x01F8D34F,27,53,"wilderness",0x00000000,0x00000000
0x01F8D34E,26,53,"wilderness",0x00000000,0x00000000
0x01F8D34D,25,53,"wilderness",0x00000000,0x00000000
0x01F8D34C,24,53,"wilderness",0x00000000,0x00000000
0x01F8D34B,30,52,"wilderness",0x00000000,0x00000000
0x01F8D34A,29,52,"wilderness",0x00000000,0x00000000
0x01F8D349,28,52,"wilderness",0x00000000,0x00000000
0x01F8D348,27,52,"wilderness",0x00000000,0x00000000
0x01F8D347,26,52,"wilderness",0x00000000,0x00000000
0x01F8D346,25,52,"wilderness",0x00000000,0x00000000
0x01F8D345,24,52,"wilderness",0x00000000,0x00000000
0x01F8D344,31,51,"wilderness",0x00000000,0x00000000
0x01F8D343,30,51,"wilderness",0x00000000,0x00000000
0x01F8D342,29,51,"wilderness",0x00000000,0x00000000
0x01F8D341,28,51,"wilderness",0x00000000,0x00000000
0x01F8D340,27,51,"wilderness",0x00000000,0x00000000
0x01F8D33F,26,51,"wilderness",0x00000000,0x00000000
0x01F8D33E,25,51,"wilderness",0x00000000,0x00000000
0x01F8D33D,24,51,"wilderness",0x00000000,0x00000000
0x01F8D33C,31,50,"wilderness",0x00000000,0x00000000
0x01F8D33B,30,50,"wilderness",0x00000000,0x00000000
0x01F8D33A,29,50,"wilderness",0x00000000,0x00000000
0x01F8D339,28,50,"wilderness",0x00000000,0x00000000
0x01F8D338,27,50,"wilderness",0x00000000,0x00000000
0x01F8D337,26,50,"wilderness",0x00000000,0x00000000
0x01F8D336,25,50,"wilderness",0x00000000,0x00000000
0x01F8D335,24,50,"wilderness",0x00000000,0x00000000
0x01F8D334,31,49,"wilderness",0x00000000,0x00000000
0x01F8D333,30,49,"wilderness",0x00000000,0x00000000
0x01F8D332,29,49,"wilderness",0x00000000,0x00000000
0x01F8D331,28,49,"wilderness",0x00000000,0x00000000
0x01F8D330,27,49,"wilderness",0x00000000,0x00000000
0x01F8D32F,26,49,"wilderness",0x00000000,0x00000000
0x01F8D32E,25,49,"wilderness",0x00000000,0x00000000
0x01F8D32D,24,49,"wilderness",0x00000000,0x00000000
0x01F8D32C,31,48,"wilderness",0x00000000,0x00000000
