Record Types,Mod File,EDID,Ref Count,Put FormID Here,Comments Here,Position Offset,Rotation Offset, Scale
CLOT,Tamriel_Data,0firstSbarrierSbelt,1,0x01017E3A,,,,
CLOT,Tamriel_Data,0lifeSbelt,1,0x01017E39,,,,
CLOT,Tamriel_Data,0beltSofSironSwill,1,0x01017E38,,,,
CLOT,Tamriel_Data,0indorilUbelt,6,0x01017E37,,,,
CLOT,Tamriel_Data,0beltSofSbalynaAsSsoothingSbalm,1,0x01017E36,,,,
CLOT,Tamriel_Data,0beltSofSvigor,1,0x01017E35,,,,
CLOT,Tamriel_Data,0scampSslinkerSbelt,1,0x01017E34,,,,
CLOT,Tamriel_Data,0beltSofSwisdom,1,0x01017E33,,,,
CLOT,Tamriel_Data,0herderAsSbelt,1,0x01017E31,,,,
CLOT,Tamriel_Data,0imperialSbelt,7,0x01017E30,,,,
CREA,TR_Preview,0bmUexUhorkerUh20,2,0x01017DB0,,,,
CLOT,Tamriel_Data,0exquisiteUringU02,2,0x01011A7B,,,,
CONT,TR_Mainland,0MummyU06,15,0x0100D0DD,,,,
CONT,TR_Mainland,0MummyU05,19,0x0100D0DC,,,,
CONT,TR_Mainland,0MummyU04,20,0x0100D0DB,,,,
CONT,TR_Mainland,0MummyU03,14,0x0100D0DA,,,,
CONT,TR_Mainland,0MummyU02,37,0x0100D0D9,,,,
CONT,TR_Mainland,0MummyU01,73,0x0100D0D8,,,,
AMMO,Tamriel_Data,0bonemoldSarrow,6,0x0100B9B3,,,,
CLOT,Tamriel_Data,0extravagantUbeltU02,1,0x0100B695,,,,
CLOT,Tamriel_Data,0extravagantUbeltU01,3,0x0100B694,,,,
CLOT,Tamriel_Data,0exquisiteUbeltU01,2,0x0100B693,,,,
CLOT,TR_Preview,0expensiveUbeltU03,14,0x0100B692,,,,
CLOT,Tamriel_Data,0expensiveUbeltU02,3,0x0100B691,,,,
CLOT,Tamriel_Data,0expensiveUbeltU01,2,0x0100B690,,,,
CLOT,TR_Preview,0commonUbeltU04,19,0x0100B68D,,,,
CLOT,Tamriel_Data,0commonUbeltU03,1,0x0100B68C,,,,
CLOT,TR_Preview,0commonUbeltU02,39,0x0100B68B,,,,
CLOT,TR_Preview,0commonUbeltU01,26,0x0100B68A,,,,
CREA,TR_Mainland,0corprusUstalker,2,0x0100A605,,,,
CREA,Tamriel_Data,0lich,6,0x0100847D,,,,
ENCH,Tamriel_Data,0divineSinterventionSenchantmen,1,0x01008379,,,,
CLOT,Tamriel_Data,0viperboltSring,1,0x01007DB8,,,,
FACT,TR_Mainland,0MagesSGuild,52,0x0100761B,,,,
FACT,TR_Mainland,0FightersSGuild,216,0x0100761A,,,,
CREA,Tamriel_Data,0bonewalkerUweak,4,0x0100603D,,,,
CREA,TR_Mainland,0bonewalkerUdead,1,0x0100603D,,,,
CREA,Tamriel_Data,0dwarvenSghost,1,0x01005A17,,,,
AMMO,Tamriel_Data,0chitinSarrow,11,0x01004BBD,,,,
CREA,TR_Preview,0deadUscamp,1,0x01004BBC,,,,
CREA,TR_Mainland,0scampUdead,1,0x01004BBC,,,,
ARMO,Tamriel_Data,0orcishUbracerUright,2,0x01004330,,,,
ARMO,Tamriel_Data,0dwemerUbracerUright,1,0x010041F1,,,,
CREA,Tamriel_Data,0BonewalkerUGreater,1,0x01003B38,,,,
CREA,TR_Mainland,0BonewalkerUGreaterUdead,1,0x01003B38,,,,
CREA,TR_Mainland,0kwamaSworkerSentrance,15,0x01003B17,,,,
CREA,Tamriel_Data,0ogrimStitan,4,0x01003A41,,,,
CREA,Tamriel_Data,0skeletonSwarrior,12,0x01003A0D,,,,
CREA,TR_Mainland,0skeletonSarcher,2,0x01003A0C,,,,
CREA,Tamriel_Data,0nixThound,2,0x01003281,,,,
CREA,TR_Mainland,0wingedStwilight,11,0x0100327F,,,,
CREA,Tamriel_Data,0kwamaSforager,1,0x0100327E,,,,
CREA,TR_Mainland,0kwamaSworker,23,0x0100327D,,,,
ENCH,TR_Mainland,0direSviperUen,1,0x01002D78,,,,
ENCH,Tamriel_Data,0divineSinterventionUen,1,0x010029E3,,,,
ENCH,Tamriel_Data,0almsiviSinterventionUen,1,0x010029E2,,,,
CREA,TR_Mainland,0dreughUkoal,1,0x01002757,,,,
CREA,TR_Mainland,0deadSrat,2,0x01002163,,,,
CREA,TR_Preview,0scribSUdead,1,0x01002162,,,,
CREA,Tamriel_Data,0kwamaSwarrior,1,0x01002160,,,,
CREA,Tamriel_Data,0BMUwolfUgrey,4,0x01000898,,,,
CREA,Tamriel_Data,0BMUspriggan,2,0x01000868,,,,
TREE,TR_Mainland,0floraUbushU01,1700,0x000DFA47,,"0,0,-70","-rx,-ry,-rz",1
ALCH,TR_Preview,0MiscUflaskUgrease,5,0x000CD2DB,,,,
ALCH,TR_Preview,0MiscUPotionUCheapU01,4,0x000CD2DB,,,,
ACTI,TR_Mainland,0chimneyUsmokeUsmall,32,0x000CA2B7,,,,
ACTI,TR_Mainland,0activeUchimneyUsmoke02,11,0x000CA2B7,,,,
ACTI,TR_Mainland,0chimneyUsmokeUgreen,4,0x000CA2B7,,,,
ACTI,TR_Preview,0activeUchimneyUsmoke02Uovis1,3,0x000CA2B7,,,,
ACTI,TR_Mainland,0chimneyUsmokeUsmallUvelas5,1,0x000CA2B7,,,,
CREA,Tamriel_Data,0BMUbearUblack,4,0x00097A15,,,,
TREE,TR_Preview,0FloraUtreeUBMU07,1067,0x000521C4,,"0,0,-300","-rx,-ry,-rz",0.45
STAT,TR_Mainland,0InvisoUwallU10,27,0x00050BC4,,,,
STAT,TR_Mainland,0InvisoUwall,21,0x00050BC4,,,,
STAT,TR_Mainland,0InvisoUwallU1,2,0x00050BC4,,,,
STAT,TR_Mainland,0InvisoUwallU7,2,0x00050BC4,,,,
,TR_Mainland,0CollisionSWallSTSINVISO!!,202,0x00050BC4,BASEREF,,,
TREE,TR_Preview,0FloraUtreeUBMUsnowU05,316,0x0003CEDB,,"0,0,-400","-rx,-ry,-rz",0.6
TREE,TR_Preview,0FloraUtreeUBMUsnowU06,221,0x0003CEDA,,"0,0,-220","-rx,-ry,-rz",0.5
TREE,TR_Preview,0FloraUtreeUBMUsnowU01,238,0x0003CED8,,"0,0,-240","-rx,-ry,-rz",0.6
TREE,TR_Preview,0FloraUBMUhollyU06a,11,0x0003672B,,"0,0,-70","-rx,-ry,-rz",1
ARMO,Tamriel_Data,0daedricUshield,1,0x0003635C,,,,
ARMO,Tamriel_Data,0glassUshield,1,0x00036344,,,,
ARMO,TR_Preview,0glassUgreaves,1,0x00036342,,,,
ARMO,Tamriel_Data,0ironUshield,17,0x000352C1,,,,
INGR,Tamriel_Data,0ingredUvoidUsaltsU01,5,0x0003369F,,,,
INGR,Tamriel_Data,0ingredUscampUskinU01,3,0x00033693,,,,
INGR,Tamriel_Data,0ingredUscalesU01,13,0x00033692,,,,
INGR,Tamriel_Data,0ingredUratUmeatU01,9,0x0003368F,,,,
INGR,Tamriel_Data,0ingredUfireUsaltsU01,5,0x00033675,,,,
INGR,Tamriel_Data,0ingredUdreughUwaxU01,4,0x00033673,,,,
INGR,Tamriel_Data,0ingredUcrabUmeatU01,13,0x0003366C,,,,
,Tamriel_Data,0potionUcyroUbrandyU01,4,0x00033569,BASEREF,,,
LIGH,Tamriel_Data,0torchUinfiniteUtime,14,0x0002CF9F,,,,
MISC,Tamriel_Data,0miscUshearsU01,2,0x0002511C,,,,
ARMO,Tamriel_Data,0nordicUleatherUshield,10,0x00025058,,,,
MISC,Tamriel_Data,0miscUcomUbasketU02,8,0x00024D92,,,,
MISC,Tamriel_Data,0miscUcomUbasketU01,6,0x00024D91,,,,
ARMO,Tamriel_Data,0furUhelm,3,0x00024768,,,,
ARMO,Tamriel_Data,0furUboots,2,0x00024767,,,,
ARMO,Tamriel_Data,0furUcuirass,4,0x00024766,,,,
ARMO,Tamriel_Data,0furUgreaves,3,0x00024766,,,,
ARMO,Tamriel_Data,0furUbracerUright,3,0x00024765,,,,
ARMO,Tamriel_Data,0furUgauntletUright,3,0x00024765,,,,
BOOK,Tamriel_Data,0bkUBiographyBarenziah3,9,0x00024552,,,,
BOOK,Tamriel_Data,0bkUBiographyBarenziah2,9,0x00024551,,,,
BOOK,Tamriel_Data,0bkUBiographyBarenziah1,9,0x00024550,,,,
CLAS,TR_Mainland,0TraderSService,42,0x00024163,,,,
CLAS,TR_Mainland,0Clothier,18,0x00024162,,,,
CLAS,TR_Mainland,0ThiefSService,3,0x00023F04,,,,
CLAS,TR_Mainland,0MageSService,6,0x00023E76,,,,
CLAS,TR_Mainland,0Publican,30,0x00023E6A,,,,
CLAS,TR_Mainland,0Pawnbroker,14,0x00023E69,,,,
CLAS,TR_Mainland,0EnchanterSService,18,0x00023E5F,,,,
SLGM,Tamriel_Data,0MiscUSoulGemULesser,5,0x00023D69,,,,
SLGM,Tamriel_Data,0MiscUSoulGemUPetty,6,0x00023D67,,,,
MISC,Tamriel_Data,0MiscUQuill,3,0x00023D63,,,,
CLAS,TR_Mainland,0Enforcer,14,0x00023C0E,,,,
CLAS,TR_Mainland,0Bookseller,8,0x00023C0A,,,,
CLAS,TR_Mainland,0AlchemistSService,27,0x00023C09,,,,
ARMO,Tamriel_Data,0steelUshield,4,0x00023923,,,,
TREE,TR_Preview,0FloraUtreeUBMU05,1076,0x000232D8,,"0,0,-500","-rx,-ry,-rz",0.6
INGR,Tamriel_Data,0ingredUfrostUsaltsU01,1,0x00022E5B,,,,
TREE,TR_Mainland,0floraUtreeUaiU04,263,0x00022C53,,"0,0,-710","-rx,-ry,-rz",1
ARMO,Tamriel_Data,0rightSleatherSbracer,3,0x000229A9,,,,
CREA,Tamriel_Data,0atronachUstorm,2,0x0001FF23,,,,
CREA,Tamriel_Data,0atronachUfrost,1,0x0001FF22,,,,
INGR,Tamriel_Data,0ingredUdaedrasUheartU01,6,0x0001EC8F,,,,
INGR,Tamriel_Data,0ingredUbonemealU01,19,0x0001EBFF,,,,
INGR,Tamriel_Data,0ingredUectoplasmU01,3,0x0001EBFE,,,,
CREA,Tamriel_Data,0atronachUflame,1,0x0001E5EF,,,,
CLAS,TR_Mainland,0Smith,32,0x0001C823,,,,
MISC,Tamriel_Data,0miscUcomUsilverwareUspoon,3,0x00019119,,,,
MISC,Tamriel_Data,0miscUcomUsilverwareUknife,3,0x00019117,,,,
MISC,Tamriel_Data,0miscUcomUsilverwareUfork,3,0x00019116,,,,
SLGM,Tamriel_Data,0MiscUSoulGemUGrand,5,0x00015B8E,,,,
SLGM,Tamriel_Data,0MiscUSoulGemUGreater,5,0x00015B8C,,,,
SLGM,Tamriel_Data,0MiscUSoulGemUCommon,5,0x00015B8B,,,,
TREE,TR_Mainland,0FloraUtreeUBMU06,1,0x000153A3,,"0,0,-260","-rx,-ry,-rz",0.5
CLAS,TR_Mainland,0SorcererSService,4,0x0000CF06,,,,
INGR,Tamriel_Data,0ingredUvampireUdustU01,3,0x00009182,,,,
TREE,TR_Mainland,0FloraUtreeUBMU01,1,0x00008B7E,,"0,0,-210","-rx,-ry,-rz",0.6
TREE,TR_Mainland,0floraUtreeUaiU02,248,0x00000B7B,,"0,0,-550","-rx,-ry,-rz",1
,Tamriel_Data,0repairUprongs,14,0x0000000C,LVLI+INV_CNT+BASEREF,,,
,Tamriel_Data,0repairUjourneymanU01,10,0x0000000C,LVLI+INV_CNT+BASEREF,,,
,Tamriel_Data,0hammerUrepair,5,0x0000000C,LVLI+INV_CNT,,,
,Tamriel_Data,0repairUmasterU01,3,0x0000000C,LVLI+INV_CNT,,,
LVLI,Tamriel_Data,0pickUmaster,1,0x0000000A,,,,
,Tamriel_Data,0pickUjourneymanU01,2,0x0000000A,LVLI+BASEREF,,,
,Tamriel_Data,0pickUapprenticeU01,2,0x0000000A,LVLI+INV_CNT,,,
REFR,TR_Mainland,0PrisonMarker,7,0x00000004,,,,
,TR_Mainland,0NorthMarker,1244,0x00000003,BASEREF,,,
CELL,TR_Mainland,PortSTelvannis,277,0x00,,,,
CELL,TR_Mainland,Firewatch,237,0x00,,,,
CELL,TR_Mainland,GahSSadrith,151,0x00,,,,
CELL,TR_Mainland,RanyonTruhn,145,0x00,,,,
CELL,TR_Mainland,Akamora,101,0x00,,,,
CELL,TR_Mainland,TelSOuada,99,0x00,,,,
CELL,TR_Mainland,Llothanis,94,0x00,,,,
CELL,TR_Mainland,Ashamul,91,0x00,,,,
CELL,TR_Mainland,TelSMothrivra,83,0x00,,,,
CELL,TR_Mainland,Necrom,76,0x00,,,,
CELL,TR_Mainland,Helnim,68,0x00,,,,
CELL,TR_Mainland,AdurinTOuaka,65,0x00,,,,
CELL,TR_Mainland,Bahrammu,55,0x00,,,,
CELL,TR_Mainland,BalSOyra,55,0x00,,,,
CELL,TR_Mainland,TelSMuthada,50,0x00,,,,
CELL,TR_Mainland,Sarvanni,48,0x00,,,,
CELL,TR_Mainland,Gorne,43,0x00,,,,
CELL,TR_Mainland,TelSAranyon,40,0x00,,,,
CELL,TR_Mainland,WindmothSLegionSFort,39,0x00,,,,
CELL,TR_Mainland,Bosmora,37,0x00,,,,
CELL,TR_Mainland,ErethanSPlantation,37,0x00,,,,
CELL,TR_Mainland,AltSBosara,36,0x00,,,,
CELL,TR_Mainland,SadasSPlantation,35,0x00,,,,
CELL,TR_Mainland,Sailen,30,0x00,,,,
CELL,TR_Mainland,Marog,22,0x00,,,,
CELL,TR_Mainland,VerulasSPass,19,0x00,,,,
CELL,TR_Mainland,Ammar,18,0x00,,,,
CELL,TR_Mainland,Meralag,17,0x00,,,,
CELL,TR_Mainland,Baldrahn,16,0x00,,,,
CELL,TR_Mainland,HlaSBulor,16,0x00,,,,
CELL,TR_Mainland,TelvanniSLibrary,16,0x00,,,,
CELL,TR_Mainland,Dreynim,15,0x00,,,,
CELL,TR_Mainland,Ildrim,15,0x00,,,,
CELL,TR_Mainland,Seitur,13,0x00,,,,
CELL,TR_Mainland,HelnimVSSlums,12,0x00,,,,
CELL,TR_Mainland,Tahvel,12,0x00,,,,
CELL,TR_Mainland,TomarilSManor,12,0x00,,,,
CELL,TR_Mainland,AlenduSPlantation,11,0x00,,,,
CELL,TR_Mainland,DreynimSSpa,11,0x00,,,,
CELL,TR_Mainland,OreluSPlantation,10,0x00,,,,
CELL,TR_Mainland,ThalotheranSQuarry,9,0x00,,,,
CELL,TR_Mainland,EnamorSDayn,8,0x00,,,,
CELL,TR_Mainland,NethrilSPlantation,7,0x00,,,,
CELL,TR_Mainland,AkamoraVSMines,4,0x00,,,,
CELL,TR_Mainland,HelnimSFieldsSRegion,3,0x00,,,,
CELL,TR_Mainland,NecromVSWaterfront,3,0x00,,,,
CELL,TR_Mainland,TelSOren,3,0x00,,,,
CELL,TR_Mainland,AmthuandzSExcavations,2,0x00,,,,
CELL,TR_Mainland,NecromVSTempleSCourtyard,2,0x00,,,,
CELL,TR_Mainland,NecromVSUpperSDistrict,2,0x00,,,,
CELL,TR_Mainland,PeninsulaSofSVeloth,2,0x00,,,,
CELL,TR_Mainland,AranyonSPassSRegion,1,0x00,,,,
CELL,TR_Mainland,Bisandryon,1,0x00,,,,
CELL,TR_Mainland,CephoradSKeep,1,0x00,,,,
CELL,TR_Mainland,FirewatchVSBastionSHill,1,0x00,,,,
CELL,TR_Mainland,KemelTZe,1,0x00,,,,
CELL,TR_Mainland,VeralanSFarm,1,0x00,,,,
CELL,TR_Mainland,Zanammu,1,0x00,,,,
CLAS,TR_Mainland,0NightbladeSService,1,0x00,,,,
GLOB,TR_Mainland,0TRUm3URentUDarnimUWindbrk,19,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUNecromUHostel,14,0x00,,,,
GLOB,TR_Mainland,0TRUm3URentUMeralagUGlade,8,0x00,,,,
GLOB,TR_Mainland,0TRURentUHuntedHound,4,0x00,,,,
GLOB,TR_Mainland,0TRUm1URentUBlackUOgre,2,0x00,,,,
GLOB,TR_Mainland,0TRUm1URentUDancingUJug,2,0x00,,,,
GLOB,TR_Mainland,0TRUm1URentUHowlingUNoose,2,0x00,,,,
GLOB,TR_Mainland,0TRUm1URentUQueensUCutlass,2,0x00,,,,
GLOB,TR_Mainland,0TRUm1URentUWatersUShadow,2,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUAkamoraUGob,2,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUHelnimUDrake,2,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUHelnimUFlower,2,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUHlersisUSpore,2,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUInnBetween,2,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUMothrivraUGoblet,2,0x00,,,,
GLOB,TR_Mainland,0TRUm3URentUSailenUToiling,2,0x00,,,,
GLOB,TR_Mainland,0TRUm1URentUAvenue,1,0x00,,,,
GLOB,TR_Mainland,0TRUm2URentUHelnimURacer,1,0x00,,,,
GLOB,TR_Mainland,0TRUm3URentUBosmoraUStarlight,1,0x00,,,,
GLOB,TR_Mainland,0TRUm3URentUEDUVelk,1,0x00,,,,
ARMO,TR_Preview,0netchUleatherUgauntletUleft,40,0,,,,
ARMO,TR_Preview,0slaveUbracerUleft,35,0,,,,
ARMO,TR_Preview,0bonemoldUbracerUleft,34,0,,,,
ARMO,TR_Preview,0bonemoldUpauldronUl,24,0,,,,
ARMO,TR_Preview,0imperialSleftSgauntlet,23,0,,,,
ARMO,TR_Preview,0bonemoldUpauldronUr,22,0,,,,
ARMO,TR_Preview,0netchUleatherUpauldronUleft,20,0,,,,
ARMO,TR_Preview,0netchUleatherUpauldronUright,20,0,,,,
ARMO,TR_Preview,0bonemoldUarmunTanUpauldronUl,18,0,,,,
ARMO,TR_Preview,0steelUgauntletUleft,18,0,,,,
ARMO,TR_Preview,0bonemoldUarmunTanUpauldronUr,17,0,,,,
ARMO,TR_Preview,0TUDeUIndBonemoldUGauntletLU01,13,0,,,,
ARMO,TR_Preview,0TUDeUIndBonemoldUPauldronLU01,12,0,,,,
ARMO,TR_Preview,0TUDeUIndBonemoldUPauldronRU01,12,0,,,,
ARMO,TR_Preview,0imperialUchainUpauldronUright,11,0,,,,
ARMO,TR_Preview,0TUImpUStuddedLeatherUPauldrRU01,11,0,,,,
ARMO,TR_Preview,0bonemoldUgahTjulanUpauldronUl,10,0,,,,
ARMO,TR_Preview,0chitinSguantletSTSleft,10,0,,,,
ARMO,TR_Preview,0ironUbracerUleft,10,0,,,,
ARMO,TR_Preview,0TUImpUStuddedLeatherUPauldrLU01,10,0,,,,
ARMO,TR_Preview,0bonemoldUgahTjulanUpauldronUr,9,0,,,,
ARMO,TR_Preview,0imperialSrightSpauldron,9,0,,,,
ARMO,TR_Preview,0imperialUchainUpauldronUleft,9,0,,,,
ARMO,TR_Preview,0ironUgauntletUleft,9,0,,,,
ARMO,TR_Preview,0ironUpauldronUleft,9,0,,,,
ARMO,TR_Preview,0leftSleatherSbracer,9,0,,,,
ARMO,TR_Preview,0chitinSpauldronSTSleft,8,0,,,,
ARMO,TR_Preview,0chitinSpauldronSTSright,8,0,,,,
ARMO,TR_Preview,0clothSbracerSleft,8,0,,,,
ARMO,TR_Preview,0imperialSleftSpauldron,8,0,,,,
ARMO,TR_Preview,0indorilSleftSgauntlet,8,0,,,,
ARMO,TR_Preview,0TUNorUIronUPauldronLU01,7,0,,,,
ARMO,TR_Preview,0indorilSpauldronSleft,6,0,,,,
ARMO,TR_Preview,0TUNorUIronUPauldronRU01,6,0,,,,
ARMO,TR_Preview,0TUComUSteelUPauldronLU01,5,0,,,,
ARMO,TR_Preview,0TUDeUDreughUPauldronLU01,5,0,,,,
ARMO,TR_Preview,0TUDeUIndBonemoldUPauldronLU02,5,0,,,,
ARMO,TR_Preview,0dwemerUbracerUleft,4,0,,,,
ARMO,TR_Preview,0indorilSpauldronSright,4,0,,,,
ARMO,TR_Preview,0ironUpauldronUright,4,0,,,,
ARMO,TR_Preview,0steelUpauldronUleft,4,0,,,,
ARMO,TR_Preview,0steelUpauldronUright,4,0,,,,
ARMO,TR_Preview,0TUComUIronUPauldronLU01,4,0,,,,
ARMO,TR_Preview,0TUDeUIndBonemoldUPauldronRU02,4,0,,,,
ARMO,TR_Preview,0TUImpUNewtscaleUPauldronLU01,4,0,,,,
ARMO,TR_Preview,0TUImpUNewtscaleUPauldronRU01,4,0,,,,
ARMO,TR_Preview,0adamantiumUpauldronUright,3,0,,,,
ARMO,TR_Preview,0bmSwolfSleftSgauntlet,3,0,,,,
ARMO,TR_Preview,0TUComUIronUPauldronRU01,3,0,,,,
ARMO,TR_Preview,0TUComUSteelUPauldronRU01,3,0,,,,
ARMO,TR_Preview,0TUDeUDreughUBracerLU01,3,0,,,,
ARMO,TR_Preview,0TUDeURedWatchChitinUPauldrRU01,3,0,,,,
ARMO,TR_Preview,0adamantiumUpauldronUleft,2,0,,,,
ARMO,TR_Preview,0BMSBearSleftSPauldron,2,0,,,,
ARMO,TR_Preview,0BMSbearSrightSpauldron,2,0,,,,
ARMO,TR_Preview,0furUgauntletUleft,2,0,,,,
ARMO,TR_Preview,0leftSgauntletSofStheShornySfist,2,0,,,,
ARMO,TR_Preview,0TUComUSteelUPauldronLU02,2,0,,,,
ARMO,TR_Preview,0TUComUSteelUPauldronRU02,2,0,,,,
ARMO,TR_Preview,0TUComUSteelUPauldronRU03,2,0,,,,
ARMO,TR_Preview,0TUDeUDresBonemoldUPauldronLU01,2,0,,,,
ARMO,TR_Preview,0TUDeURedWatchChitinUPauldrLU01,2,0,,,,
ARMO,TR_Preview,0adamantiumUbracerUleft,1,0,,,,
ARMO,TR_Preview,0BMSWolfSLeftSPauldron,1,0,,,,
ARMO,TR_Preview,0BMUNordic02UgloveL,1,0,,,,
ARMO,TR_Preview,0BMUNordicMailUgauntletL,1,0,,,,
ARMO,TR_Preview,0BMUNordicMailUPauldronL,1,0,,,,
ARMO,TR_Preview,0BMUNordicMailUPauldronR,1,0,,,,
ARMO,TR_Preview,0dwemerUpauldronUright,1,0,,,,
ARMO,TR_Preview,0ebonyUbracerUleft,1,0,,,,
ARMO,TR_Preview,0ebonyUpauldronUleft,1,0,,,,
ARMO,TR_Preview,0ebonyUpauldronUright,1,0,,,,
ARMO,TR_Preview,0furUpauldronUleft,1,0,,,,
ARMO,TR_Preview,0furUpauldronUright,1,0,,,,
ARMO,TR_Preview,0glassUpauldronUleft,1,0,,,,
ARMO,TR_Preview,0glassUpauldronUright,1,0,,,,
ARMO,TR_Preview,0orcishUpauldronUleft,1,0,,,,
ARMO,TR_Preview,0orcishUpauldronUright,1,0,,,,
ARMO,TR_Preview,0templarSbracerSleft,1,0,,,,
ARMO,TR_Preview,0TUComUIronUPauldronRU02,1,0,,,,
ARMO,TR_Preview,0TUComUSteelUPauldronLU03,1,0,,,,
ARMO,TR_Preview,0TUCrUGoblinUPauldronLU01,1,0,,,,
ARMO,TR_Preview,0TUCrUGoblinUPauldronRU01,1,0,,,,
ARMO,TR_Preview,0TUDeUDresBonemoldUPauldronRU01,1,0,,,,
ARMO,TR_Preview,0TUDeUMolecrabUBracerLU01,1,0,,,,
ARMO,TR_Preview,0TUDeURedMastBonemoldUPauldrRU01,1,0,,,,
ARMO,TR_Preview,0TUDeURedWatchChitinUGauntlLU01,1,0,,,,
ARMO,TR_Preview,0TUDweUScavengedUPauldronLU01,1,0,,,,
ARMO,TR_Preview,0TUDweUScavengedUPauldronRU01,1,0,,,,
ARMO,TR_Preview,0TUImpUDragonscaleUPauldronLU01,1,0,,,,
ARMO,TR_Preview,0TUImpUDragonscaleUPauldronRU01,1,0,,,,
ARMO,TR_Preview,0TUImpUSilverUPauldronLU01,1,0,,,,
ARMO,TR_Preview,0TUImpUSilverUPauldronRU01,1,0,,,,
CLOT,TR_Preview,0commonUgloveUleftU01,70,0,,,,
CLOT,TR_Preview,0expensiveUgloveUleftU01,28,0,,,,
CLOT,TR_Preview,0extravagantUgloveUleftU01,14,0,,,,
WEAP,TR_Preview,0herSdart,2,0,,,,
ACTI,TR_Preview,0exUdeUconstrU06T2,9,,,,,
ACTI,TR_Preview,0actUfloraUtreeUMHU02,5,,,,,
ACTI,TR_Preview,0exUhUpcfortUbucketU01T2,4,,,,,
ACTI,TR_Preview,0exUdeUconstrU05T2,3,,,,,
ACTI,TR_Preview,0exUdeUconstrU05T3,3,,,,,
ACTI,TR_Preview,0exUdeUconstrU06T3,3,,,,,
ACTI,TR_Preview,0actUfloraUtreedeadUMHU02,2,,,,,
ACTI,TR_Preview,0exUdeUconstrU03T2,2,,,,,
ACTI,TR_Preview,0exUdeUconstrU04T2,2,,,,,
ACTI,TR_Preview,0exUdeUconstrU06,2,,,,,
ACTI,TR_Preview,0exUdeUscaffoldU01T2,2,,,,,
ACTI,TR_Preview,0exUdeUscaffoldU02T2,2,,,,,
ACTI,TR_Preview,0exUdeUscaffoldU03T3,2,,,,,
ACTI,TR_Preview,0exUhUpcfortUbucketU01,2,,,,,
ACTI,TR_Preview,0exUdeUconstrU01T2,1,,,,,
ACTI,TR_Preview,0exUdeUconstrU03T3,1,,,,,
ACTI,TR_Preview,0exUdeUconstrU04,1,,,,,
ACTI,TR_Preview,0exUdeUscaffoldU01,1,,,,,
ACTI,TR_Preview,0exUdeUscaffoldU03,1,,,,,
ACTI,TR_Preview,0exUdeUscaffoldU03T2,1,,,,,
ACTI,TR_Preview,0ExUMHUPavUCrack,1,,,,,
ALCH,TR_Preview,0pUswiftUswimUb,11,,,,,
ALCH,TR_Preview,0pUslowfallUs,10,,,,,
ALCH,TR_Preview,0pUswiftUswimUc,8,,,,,
ALCH,TR_Preview,0pUswiftUswimUe,3,,,,,
ALCH,TR_Preview,0pUswiftUswimUq,2,,,,,
ARMO,TR_Preview,0TUComUIronUBracerLU01,9,,,,,
ARMO,TR_Preview,0clothSbracerSright,7,,,,,
ARMO,TR_Preview,0TUComUIronUBracerRU01,7,,,,,
ARMO,TR_Preview,0TUNorUIronUGauntletLU01,5,,,,,
ARMO,TR_Preview,0aUbonemoldUbootsUa,2,,,,,
ARMO,TR_Preview,0aUbonemoldUbracerUw,2,,,,,
ARMO,TR_Preview,0TUComUIronUBracerRU02,2,,,,,
ARMO,TR_Preview,0TUDeUDreughUBracerRU01,2,,,,,
ARMO,TR_Preview,0TUDeUDreughUPauldronRU01,2,,,,,
ARMO,TR_Preview,0TUImpUChainUGauntletLU01,2,,,,,
ARMO,TR_Preview,0TUImpUNewtscaleUGauntletLU01,2,,,,,
ARMO,TR_Preview,0velothianSshield,2,,,,,
ARMO,TR_Preview,0adamantiumUbracerUright,1,,,,,
ARMO,TR_Preview,0aUbonemoldUarmunUanUhelm,1,,,,,
ARMO,TR_Preview,0aUbonemoldUcuirassUc,1,,,,,
ARMO,TR_Preview,0aUbonemoldUhelmet,1,,,,,
ARMO,TR_Preview,0BMUNordic02UgloveR,1,,,,,
ARMO,TR_Preview,0BMUNordicMailUShield,1,,,,,
ARMO,TR_Preview,0ebonyUbracerUright,1,,,,,
ARMO,TR_Preview,0rightSclothShornySfistSbracer,1,,,,,
ARMO,TR_Preview,0templarSbracerSright,1,,,,,
ARMO,TR_Preview,0trollboneUshield,1,,,,,
ARMO,TR_Preview,0TRUaUm3T278UrebelbracerUl,1,,,,,
ARMO,TR_Preview,0TRUaUm3T278UrebelbracerUr,1,,,,,
ARMO,TR_Preview,0TUComUIronUBracerLU02,1,,,,,
ARMO,TR_Preview,0TUImpUColFurUGauntLU04,1,,,,,
ARMO,TR_Preview,0TUImpUSilverUBracerLU01,1,,,,,
CLOT,TR_Preview,0RingSofSNightTEye,4,,,,,
CLOT,TR_Preview,0ringSofStransfiguringSwisdom,1,,,,,
ENCH,TR_Preview,0recallUen,1,,,,,
