RecordType,ModFilename,EDID,NumReferences,FormID,Fullname
REFR,,"SETombstoneBigHeadREF",,0x000432A5,""
REFR,,"SETombstoneCaldanaMonriusREF",,0x000432A6,""
REFR,,"SETombstoneAlasonREF",,0x000432A7,""
REFR,,"SETombstoneOrinthalREF",,0x000508E6,""
REFR,,"SETombstoneDumaggraBonkREF",,0x000508E7,""
REFR,,"SETombstoneEarilREF",,0x000508E8,""
REFR,,"SETombstoneMuurineREF",,0x000508E9,""
REFR,,"SETombstoneMazaddhaREF",,0x000508EA,""
REFR,,"SETombstoneRendilDrararaREF",,0x000508EB,""
REFR,,"SETombstoneSicklyBerniceREF",,0x000508EC,""
REFR,,"SETombstoneBrithaurRef",,0x000508ED,""
REFR,,"SETombstoneCutterREF",,0x000508EE,""
REFR,,"SETombstoneHirrusClutumnusREF",,0x000508EF,""
REFR,,"SETombstoneTilseArelethREF",,0x000508F0,""
REFR,,"SETombstoneTovetheUnrestfulREF",,0x000508F1,""
REFR,,"SETombstoneUnaArminaREF",,0x00050906,""
REFR,,"SETombstoneUshnargraShadborgobREF",,0x00050907,""
REFR,,"SETombstoneSheerMeedishREF",,0x00050908,""
REFR,,"SETombstoneSontaireREF",,0x00050909,""
REFR,,"SE07XirethardExteriorPatrol01HomeREF",,0x00055128,""
REFR,,"SE07XirethardExteriorPatrol01TargetREF",,0x00055129,""
REFR,,"SE07XirethardExteriorPatrol02HomeREF",,0x0005512A,""
REFR,,"SE07XirethardExteriorPatrol02TargetREF",,0x0005512B,""
REFR,,"SE07XirethardExteriorPatrol03HomeREF",,0x0005512C,""
REFR,,"SE07XirethardExteriorPatrol03TargetREF",,0x0005512D,""
REFR,,"SE07XirethardExteriorPatrol04HomeREF",,0x00055136,""
REFR,,"SE07XirethardExteriorPatrol04TargetREF",,0x00055137,""
REFR,,"SE07XirethardExteriorPatrolsEnablerREF",,0x0005513B,""
REFR,,"ShiveringIslesGatesofMadnessDementiaDoorOrderedRef",,0x0005541B,""
REFR,,"ShiveringIslesGatesofMadnessDementiaDoorRef",,0x0005541C,""
REFR,,"SEOopsMarker",,0x00055525,""
REFR,,"SESheoPlatformREF",,0x0005552A,""
REFR,,"XPFainExteriorbto01bREF",,0x00055BD5,""
REFR,,"XPFainExteriorto01REF",,0x00055BD6,""
ACHR,,"SE06GoldenSaintVictoryREF",,0x00056009,""
ACHR,,"SE06DarkSeducerVictoryREF",,0x0005600A,""
REFR,,"XPKnottyBrambleExteriorDoorREF",,0x00045B96,""
REFR,,"SETombstoneBhishaRef",,0x000731E0,""
REFR,,"SETombstoneBolwingRef",,0x000731E3,""
REFR,,"SETombstoneFimmionRef",,0x000731E6,""
REFR,,"SETombstoneUungorRef",,0x000731E9,""
REFR,,"SETombstoneGloorolrosRef2",,0x000731EB,""
REFR,,"SE06FlameTopREF",,0x0006D38B,""
REFR,,"SE06CylarnJournalMarkerREF",,0x00078976,""
REFR,,"SE32extGhostsMarker",,0x00079B3D,""
REFR,,"XPXaselmSecretEntranceMapMarker",,0x0007CC47,""
REFR,,"SEObelisk13",,0x0007CF5F,""
REFR,,"SEObelisk13Marker",,0x0007CF60,""
REFR,,"SEObelisk14",,0x0007CF6D,""
REFR,,"SEObelisk14Marker",,0x0007CF6E,""
REFR,,"SEObelisk15",,0x0007CF7B,""
REFR,,"SEObelisk15Marker",,0x0007CF86,""
REFR,,"SEObelisk16",,0x0007CF88,""
REFR,,"SEObelisk16Marker",,0x0007CF89,""
REFR,,"SEObelisk17",,0x0007CF95,""
REFR,,"SEObelisk17Marker",,0x0007CF96,""
REFR,,"SEObelisk18",,0x0007CFA3,""
REFR,,"SEObelisk18Marker",,0x0007CFA4,""
REFR,,"SEObelisk19",,0x0007CFB1,""
REFR,,"SEObelisk19Marker",,0x0007CFB2,""
REFR,,"SEObelisk20",,0x0007CFBE,""
REFR,,"SEObelisk20Marker",,0x0007CFBF,""
REFR,,"XPXavaraMapMarker",,0x0007CFDD,""
REFR,,"XPDireWarrenMapMarker",,0x0007CFDE,""
REFR,,"XPDireWarrenExteriorto01REF",,0x0007D413,""
REFR,,"XPXavaraExteriorDoor",,0x0007D419,""
ACHR,,"SE45zBossREF",,0x0007DB29,""
REFR,,"SE45zCampMarker",,0x0007DB2A,""
REFR,,"SE45hCampMarker",,0x0007DB2B,""
ACHR,,"SE45mBossREF",,0x0007DB2D,""
REFR,,"SE45mChestREF",,0x0007DB32,""
REFR,,"SE45ForkREF",,0x0007DB34,""
REFR,,"SE45zChestREF",,0x0007DB3A,""
REFR,,"SE06AltarofRaptureMarker",,0x0007FF5B,""
REFR,,"SEGoldenSaintWildernessGuardStart",,0x000805B0,""
REFR,,"SEDarkSeducerWildernessGuardStart",,0x000805B1,""
ACHR,,"SEMdesiREF",,0x000823B6,""
ACHR,,"SELimarkREF",,0x000823B7,""
ACHR,,"SESaloniaViriaREF",,0x000823B9,""
ACHR,,"SELorenzBogTrotterREF",,0x000823BB,""
ACHR,,"SEGadeneriRalvelREF",,0x000823BD,""
ACHR,,"SEBrellachGuardRef1",,0x00082575,""
ACHR,,"SEBrellachGuardRef2",,0x00082576,""
ACHR,,"SE10PRGuard2Ref",,0x00082578,""
ACHR,,"SE10PRGuard1Ref",,0x00082579,""
REFR,,"BrellachTestSpot01",,0x000825BA,""
REFR,,"SE10BrellachExtBodiesREF",,0x000825BE,""
ACRE,,"SE04ElytraStartingRef",,0x0006A7D7,""
REFR,,"SE10PinnacleExtBodiesREF",,0x00089554,""
REFR,,"xSESplitManiaCommunityEat",,0x000895BA,""
REFR,,"xSESplitDementiaCommunityEat",,0x000895BB,""
REFR,,"SEHorkvirBearArmWorkGardenARef",,0x000895BC,""
REFR,,"SEHorkvirBearArmWorkGardenBRef",,0x000895BD,""
REFR,,"SEHorkvirBearArmWorkGardenCRef",,0x000895BE,""
REFR,,"SEHorkvirBearArmSweepARef",,0x000895C0,""
REFR,,"SEHorkvirBearArmSweepBRef",,0x000895C3,""
REFR,,"SEHorkvirBearArmSweepCRef",,0x000895C6,""
REFR,,"SEHorkvirBearArmSweepDRef",,0x000895CA,""
REFR,,"SEHorvkvirBearArmSitDepressedRef",,0x000895CF,""
REFR,,"SheoKillBoxREF",,0x000895F9,""
REFR,,"SE02SEJayredIceVeinsEnter",,0x0008962B,""
REFR,,"SEObelisk20EnergyRef",,0x0008C018,""
REFR,,"SEObelisk20SpawnRef",,0x0008C019,""
REFR,,"SEObelisk19EnergyRef",,0x0008C016,""
REFR,,"SEObelisk19SpawnRef",,0x0008C017,""
REFR,,"SEObelisk18EnergyRef",,0x0008BFF0,""
REFR,,"SEObelisk18SpawnRef",,0x0008BFF1,""
REFR,,"SEObelisk17EnergyRef",,0x0008BFA8,""
REFR,,"SEObelisk17SpawnRef",,0x0008BFED,""
REFR,,"SEObelisk16EnergyRef",,0x0008BF3D,""
REFR,,"SEObelisk16SpawnRef",,0x0008BF3F,""
REFR,,"SEObelisk15EnergyRef",,0x0008BE21,""
REFR,,"SEObelisk15SpawnRef",,0x0008BE22,""
REFR,,"SEObelisk14EnergyRef",,0x0008BDD2,""
REFR,,"SEObelisk14SpawnRef",,0x0008BDDE,""
REFR,,"SEObelisk13EnergyRef",,0x0008BCE2,""
REFR,,"SEObelisk13SpawnRef",,0x0008BCE3,""
REFR,,"SEObelisk12EnergyRef",,0x0008BC88,""
REFR,,"SEObelisk12SpawnRef",,0x0008BC89,""
REFR,,"SEObelisk11SpawnRef",,0x0008BC04,""
REFR,,"SEObelisk11EnergyRef",,0x0008BC02,""
REFR,,"SEObelisk10EnergyRef",,0x0008BBFE,""
REFR,,"SEObelisk10SpawnRef",,0x0008BBFF,""
REFR,,"SEObelisk09SpawnRef",,0x0008BBFD,""
REFR,,"SEObelisk09EnergyRef",,0x0008BA4F,""
REFR,,"SEObelisk08EnergyRef",,0x0008B8A6,""
REFR,,"SEObelisk08SpawnRef",,0x0008B8A7,""
REFR,,"SEObelisk07EnergyRef",,0x0008B8A2,""
REFR,,"SEObelisk07SpawnRef",,0x0008B8A3,""
REFR,,"SEObelisk06EnergyRef",,0x0008B851,""
REFR,,"SEObelisk06SpawnRef",,0x0008B852,""
REFR,,"SEObelisk05EnergyRef",,0x0008B786,""
REFR,,"SEObelisk05SpawnRef",,0x0008B788,""
REFR,,"SEObelisk04EnergyRef",,0x0008B73C,""
REFR,,"SEObelisk04SpawnRef",,0x0008B769,""
REFR,,"SEObelisk03EnergyRef",,0x0008B550,""
REFR,,"SEObelisk03SpawnRef",,0x0008B5E9,""
REFR,,"SEObelisk02SpawnRef",,0x0008B394,""
REFR,,"SEObelisk02EnergyRef",,0x0008B26D,""
REFR,,"SEObelisk01EnergyRef",,0x0008B246,""
REFR,,"SEObelisk01SpawnRef",,0x0008B262,""
REFR,,"SEZoePaintsOutside",,0x00091BC0,""
REFR,,"SETTFRakes",,0x00091D0B,""
REFR,,"SEObelisk01Chest",,0x0007DEC3,""
REFR,,"SEObelisk02Chest",,0x0007DECB,""
REFR,,"SEObelisk03Chest",,0x0007DED4,""
REFR,,"SEObelisk04Chest",,0x0007DEDF,""
REFR,,"SEObelisk05Chest",,0x0007DEE9,""
REFR,,"SEObelisk06Chest",,0x0007DEF7,""
REFR,,"SEObelisk07Chest",,0x0007DF01,""
REFR,,"SEObelisk08Chest",,0x0007DF08,""
REFR,,"SEObelisk09Chest",,0x0007DF10,""
REFR,,"SEObelisk10Chest",,0x0007DF19,""
REFR,,"SEObelisk11Chest",,0x0007DF21,""
REFR,,"SEObelisk12Chest",,0x0007DF29,""
REFR,,"SEObelisk13Chest",,0x0007DF31,""
REFR,,"SEObelisk14Chest",,0x0007DF3A,""
REFR,,"SEObelisk15Chest",,0x0007DF46,""
REFR,,"SEObelisk16Chest",,0x0007DF4E,""
REFR,,"SEObelisk17Chest",,0x0007DF58,""
REFR,,"SEObelisk18Chest",,0x0007DF65,""
REFR,,"SEObelisk19Chest",,0x0007DF7A,""
REFR,,"SEObelisk20Chest",,0x0007DF81,""
REFR,,"SEHalionNotesMarker",,0x000936AD,""
REFR,,"SE32ChainsExteriorParent",,0x00095271,""
ACHR,,"SEKnightPatrol3Master",,0x000967F3,""
ACHR,,"SEKnightPatrol2Master",,0x00096807,""
ACHR,,"SEKnightPatrol1Master",,0x00096AAA,""
REFR,,"SEObelisk13PriestActivateMarker",,0x0009763C,""
REFR,,"SEObelisk13ActivatorREF",,0x0009763D,""
WRLD,,"SEWorld",,0x00009F18,"Realm of Sheogorath"
CELL,,"EmptyCell",,0x00005690,""
WRLD,,"EmptyWorld",,0x0000568F,""
WRLD,,"MQ15TestWorld3",,0x0000145B,""
CELL,,"TestRender",,0x000018F0,""
WRLD,,"ToddTestLand2",,0x00000879,""
CELL,,"ToddTestForest",,0x00000894,""
CELL,,"ToddTestForestTavern",,0x0000085A,""
ACHR,,"lyndacarterref",,0x000CD32B,""
WRLD,,"Toddland",,0x00000858,""
CELL,,"OBGateRandWW004",,0x0000812E,""
CELL,,"OBGateRandWW007",,0x000080F1,""
REFR,,"WelloftheOutcastFolk",,0x0018853E,""
CELL,,"OBGateRandWW003",,0x000080AB,""
CELL,,"CollarBoneCamp",,0x000080A7,""
CELL,,"NornalhorstExterior",,0x00008082,""
CELL,,"BloodcrustCavernExterior",,0x0000A80B,""
CELL,,"SkingradExteriorD",,0x0000A80A,""
REFR,,"WayshrineAltarArkay01Ref",,0x00175DBF,""
CELL,,"CollarboneCampOLD",,0x00008127,""
CELL,,"SilornExterior02",,0x000080E6,""
CELL,,"SilornExterior",,0x000080E5,""
CELL,,"OBGateRandWW006",,0x000080C7,""
CELL,,"HowlingCaveExterior",,0x00000DDF,""
CELL,,"groBakCamp",,0x00000DD9,""
REFR,,"Doomstone01Apprentice01",,0x0018A024,""
CELL,,"SkingradTamikaVineyards",,0x0000A806,""
CELL,,"ObGateRandWW013",,0x000080BA,""
CELL,,"FyrelightCaveExterior02",,0x00008097,""
CELL,,"FatRatCamp",,0x0000806F,""
CELL,,"RasavaCamp",,0x0000A852,""
CELL,,"MiscarcandExterior",,0x0000A831,""
CELL,,"MortalCamp",,0x00008113,""
CELL,,"FortIstirusExterior",,0x000080D7,""
CELL,,"GnollMeetingCamp",,0x000080D4,""
CELL,,"FyrelightCaveExterior",,0x00008096,""
CELL,,"xxxxxxxxxxxxxxxxObGateRandWW014",,0x00008095,""
CELL,,"SandstoneCavernExterior",,0x00008059,""
CELL,,"UnderpallCaveExterior",,0x000079AE,""
CELL,,"OBGateRand009",,0x0000796E,""
CELL,,"ObGateRandvm002",,0x00007929,""
CELL,,"BorealStoneCaveExterior",,0x000078EF,""
CELL,,"EchoCaveExterior",,0x000078CA,""
CELL,,"SancreTorSE",,0x0000DD8E,""
CELL,,"SancreTorS",,0x0000DD8D,""
CELL,,"SancreTorSW",,0x0000DD8C,""
CELL,,"SancreTorE",,0x0000DD6E,""
CELL,,"SancreTorCenter",,0x0000DD6D,""
CELL,,"SancreTorW",,0x0000DD6C,""
CELL,,"SancreTorNE",,0x0000DD4E,""
CELL,,"SancreTorN",,0x0000DD4D,""
CELL,,"SancreTorNW",,0x0000DD4C,""
CELL,,"OBgateRandCH009",,0x00007994,""
CELL,,"SancreTorOverflow",,0x00007965,""
CELL,,"NinendavaExterior",,0x00007927,""
CELL,,"LairoftheArzghulExterior",,0x00007923,""
CELL,,"ObGateRandVM006",,0x000078E0,""
CELL,,"HermaeusMoraShrineExterior",,0x000078A1,""
CELL,,"LipsandTarnExterior",,0x00007961,""
CELL,,"OBGateRandGF008",,0x00007A79,""
CELL,,"GlademistCaveExterior",,0x00007A56,""
CELL,,"MorandaExterior",,0x000079D0,""
REFR,,"z",,0x0017D41C,""
CELL,,"FortNikelExterior",,0x00007BA0,""
ACRE,,"NathanMcDyer",,0x000C46C7,""
CELL,,"OBGateRandGF007",,0x00007B7C,""
REFR,,"UglyWater",,0x00058F39,""
CELL,,"UlkanenExterior",,0x00007B1C,""
CELL,,"YellowTickCaveExterior",,0x00007B1A,""
CELL,,"FortEmpireExterior",,0x00007ADC,""
CELL,,"FortColdcornExterior",,0x00007AB8,""
CELL,,"LindaiExterior",,0x00007AB5,""
REFR,,"YffresWell",,0x00188504,""
CELL,,"ClavicusVileShrineExterior",,0x00007CA8,""
REFR,,"WayshrineAltarDibella01Ref",,0x00175E3F,""
CELL,,"FortVirtueExterior",,0x00007C68,""
CELL,,"HaynoteCaveExterior",,0x00007C64,""
CELL,,"FanacaseculExterior",,0x00007C26,""
CELL,,"WawnetInnExterior",,0x00007BC5,""
CELL,,"BreakneckCaveExterior",,0x00007BBD,""
CELL,,"NisinCaveExterior",,0x00008087,""
CELL,,"OBGateRandGF005",,0x00007D2E,""
CELL,,"GreenmeadCaveExterior",,0x00007D29,""
CELL,,"FelgageldtCaveExterior",,0x00007CEB,""
CELL,,"CeyatatarExterior",,0x00007CC7,""
CELL,,"HrotandaValeExterior",,0x00007A2A,""
CELL,,"ShadowsRestCavernExterior",,0x000079EC,""
CELL,,"FortCarmalaExterior",,0x0000F389,""
REFR,,"WayshrineAltarDibella03Ref",,0x00176043,""
CELL,,"OdiilFarm01",,0x0000F32C,""
CELL,,"ChorrolOblivionGate",,0x0000F329,""
CELL,,"WeynonPrioryExterior",,0x0000F30C,""
CELL,,"GretwoldExterior",,0x0000F2D9,""
CELL,,"FortAshExterior",,0x00007B38,""
CELL,,"OBGateRandGF001",,0x00007B16,""
REFR,,"MS18DontMoveRock04",,0x00068BC9,""
REFR,,"MS18DontMoveRock02",,0x00068B1E,""
REFR,,"MS18DontMoveRock03",,0x00068B1F,""
CELL,,"OdiilFarm02",,0x00007B14,""
CELL,,"OblivionGateTest03xxxx",,0x00007AF5,""
CELL,,"OblivionGateTest02xxx",,0x00007AD4,""
CELL,,"OblivionGateTest01xxx",,0x00007AB3,""
CELL,,"CrumblingMineExterior",,0x000008FE,""
CELL,,"ChorrolStables00",,0x00000847,""
CELL,,"SerpentHollowCaveExterior",,0x0000F40B,""
CELL,,"OBGateRandGF002",,0x0000F3CB,""
REFR,,"ForbiddenWell",,0x0018852A,""
CELL,,"OBGateRandGF006",,0x00007C82,""
CELL,,"BrindleHomeExterior02",,0x00007C7D,""
CELL,,"GottlesfontPrioryExterior",,0x00007C5F,""
CELL,,"BrindleHomeExterior",,0x00007C5C,""
CELL,,"FortWoodenHandExterior",,0x00007C3F,""
CELL,,"BrindleHomeExterior01",,0x00007C3B,""
CELL,,"MolagBalShrineExterior",,0x00007BFB,""
CELL,,"WildernessX",,0x00007BBB,""
CELL,,"NarfinselExterior",,0x00007BB9,""
CELL,,"RedguardValleyCaveExterior",,0x000078B0,""
CELL,,"SkingradHighGateExterior",,0x0000A7EA,""
CELL,,"SkingradExteriorF",,0x0000A7CA,""
CELL,,"SkingradExteriorG",,0x0000A7AA,""
CELL,,"ObGateRandWW009",,0x0000A78B,""
CELL,,"OBGateRandWW008",,0x0000807D,""
CELL,,"ObGateRandWW008b",,0x0000807C,""
REFR,,"WayshrineAltarKynareth03Ref",,0x0017601D,""
CELL,,"SkingradOblivionGate",,0x0000807A,""
CELL,,"SkingradUndenaTomatoPatch",,0x00007DD9,""
CELL,,"FortVlastarusExterior",,0x00007D8A,""
REFR,,"EvrellasWell",,0x00188514,""
CELL,,"DerelictMineExterior",,0x00007D65,""
CELL,,"GrayRockCave02Exterior",,0x00007D46,""
CELL,,"GrayrockCaveExterior",,0x00007D26,""
CELL,,"ShadeleafCopseExterior",,0x00007CE1,""
CELL,,"OBgateRandCH008",,0x0000F2BE,""
CELL,,"CloudTopExterior",,0x0000F124,""
CELL,,"OBgateRandCH006",,0x00007A63,""
CELL,,"BlackRockCavernsExterior",,0x00007A47,""
CELL,,"HighlandsWilderness",,0x00007A07,""
CELL,,"OBgateRandCH007",,0x00007A04,""
CELL,,"FortRaylesExterior",,0x00007A02,""
CELL,,"NonwyllCavernExterior",,0x000079E5,""
CELL,,"WendirExterior",,0x0000F386,""
CELL,,"SpyRockExterior",,0x0000F321,""
CELL,,"OBgateRandCH010",,0x00007B4C,""
CELL,,"BrokenPromisesCaveExterior",,0x00007B4A,""
CELL,,"PillagedMineExterior",,0x00000919,""
CELL,,"ChorrolExterior19",,0x0000084D,""
CELL,,"ChorrolStables01",,0x00000849,""
CELL,,"RockBottomCavernExterior",,0x0000F404,""
CELL,,"HackdirtExterior",,0x0000F3C8,""
CELL,,"TestTheGrove",,0x0000F3C6,""
CELL,,"OBgateRandCH012",,0x00007C94,""
REFR,,"Doomstone02Jone01",,0x0018A229,""
CELL,,"SanguineShrineExterior",,0x00007C76,""
CELL,,"FortDirichExterior",,0x00007C54,""
CELL,,"ElenglynnExterior",,0x00007C38,""
CELL,,"OBgateRandCH011",,0x00007C31,""
CELL,,"WeatherleahExterior",,0x00007C15,""
CELL,,"WindCaveExterior",,0x00007BD0,""
CELL,,"SkingradUurasSheepfold",,0x0000A7E6,""
REFR,,"UurasSheepFold",,0x00028E7B,""
CELL,,"SkingradHighPasture",,0x0000A7E5,""
CELL,,"SkingradSurilieVineyards",,0x0000A7C6,""
CELL,,"ObGateRandWW012",,0x0000806A,""
CELL,,"SkingradStables00",,0x00007DCB,""
CELL,,"CursedMineExterior",,0x00007D7E,""
CELL,,"MeridiaShrineExterior",,0x00007D7B,""
REFR,,"Doomstone03Aetherius01",,0x0018A2F9,""
CELL,,"ObGateRandWW011",,0x00007D1B,""
CELL,,"BleakFlatsCaveExterior",,0x00007CFC,""
CELL,,"FallenRockCaveExterior",,0x00007CF8,""
CELL,,"ObGateRandWW010b",,0x00007CDD,""
CELL,,"ObGateRandWW010",,0x00007CDC,""
REFR,,"ArquensWell",,0x00188519,""
CELL,,"GoblinJimsCaveExterior",,0x00007CBC,""
CELL,,"OBGateRandCH005",,0x00007B88,""
CELL,,"ValleyViewCamp",,0x00007C72,""
CELL,,"EchoMineExterior",,0x00007C70,""
CELL,,"BrotchCamp",,0x00007C4E,""
CELL,,"NonungaloExterior",,0x00007C0E,""
CELL,,"OBGateRandCH004",,0x00007C09,""
CELL,,"FortOntusExterior",,0x00007BC9,""
CELL,,"MiscarcandExterior04",,0x0000A813,""
CELL,,"MiscarcandExterior02",,0x0000A812,""
CELL,,"MiscarcandExterior03",,0x0000A811,""
REFR,,"WelloftheLovingFolk",,0x00188544,""
CELL,,"ShardrockExterior",,0x00007D57,""
CELL,,"OBgateRandCH013",,0x00007D54,""
CELL,,"OBGateRAndWW001",,0x00007D38,""
CELL,,"FortLinchalExterior",,0x00007D31,""
REFR,,"Doomstone01Atronach01",,0x0018A352,""
CELL,,"DagnysCamp",,0x00007D13,""
CELL,,"TalwinqueExterior",,0x00007CD3,""
CELL,,"OBgaterandCH002",,0x00007CD0,""
CELL,,"KvatchOblivionGateNEW",,0x00014766,""
CELL,,"KvatchStart",,0x0000DB87,""
CELL,,"KvatchEncampment",,0x0000DB86,""
CELL,,"BelletorsFollyExterior",,0x0000DB84,""
CELL,,"KvatchS02",,0x0000DB67,""
CELL,,"KvatchPath",,0x0000DB66,""
CELL,,"KvatchSW04",,0x0000DB65,""
CELL,,"KvatchSW03",,0x0000DB64,""
CELL,,"KvatchE02",,0x0000DB49,""
CELL,,"KvatchExterior01",,0x0000DB48,""
CELL,,"KvatchS01",,0x0000DB47,""
CELL,,"kvatchStrongHold",,0x0000DB46,""
CELL,,"KvatchSW01",,0x0000DB45,""
CELL,,"KvatchSW02",,0x0000DB44,""
CELL,,"KvatchE01",,0x0000DB29,""
CELL,,"ShetCombeFarmExterior01",,0x0000DAE9,""
CELL,,"DasekMoorExterior",,0x0000AC13,""
CELL,,"Wilderness1",,0x0000AB90,""
CELL,,"GottshawInnExterior",,0x0000AB8F,""
CELL,,"kvatchNE",,0x0000AB32,""
CELL,,"RedLanesCamp",,0x0000AD15,""
CELL,,"OBgateRandGC002",,0x0000ACB0,""
REFR,,"Doomstone04Jode01",,0x0018A2D1,""
CELL,,"ObGateRandWW015",,0x0000AC54,""
CELL,,"TrollCandleCamp",,0x0000AC50,""
CELL,,"LissaldaExterior",,0x0000AC34,""
CELL,,"RedLaneCamp",,0x0000AC32,""
CELL,,"BrinaCrossInnExterior",,0x0000DB13,""
CELL,,"OBgateRandGC003",,0x0000ABCE,""
CELL,,"WhitmondExterior",,0x0000ABC8,""
CELL,,"AnvilExteriorOblivionGate",,0x0000ABC7,""
CELL,,"GarlasAgeaExterior",,0x0000ABAC,""
CELL,,"OBGateRandGC008",,0x0000ABAB,""
CELL,,"HrotaCaveExterior",,0x0000ABA7,""
REFR,,"WellofWhitePineGrove",,0x00188550,""
CELL,,"AnvilEast03",,0x000056AF,""
CELL,,"AnvilEast02",,0x0000569E,""
CELL,,"AnvilEast01",,0x0000569D,""
CELL,,"AnvilArenaMain",,0x0000569C,""
CELL,,"AnvilTownCenter",,0x0000569B,""
CELL,,"AnvilMainEntrance",,0x0000569A,""
CELL,,"AnvilDockGate",,0x00005699,""
CELL,,"AnvilWest02",,0x00005697,""
CELL,,"OBgaterandGC001",,0x0000AC8B,""
CELL,,"AnvilExteriorC",,0x0000AC89,""
CELL,,"GwedenFarmExterior",,0x0000AC6D,""
CELL,,"AnvilExteriorCastle02",,0x0000AC69,""
CELL,,"AnvilExteriorArenaA",,0x0000AC4B,""
CELL,,"AnvilAnvilExteriorCastle03",,0x0000AC4A,""
CELL,,"AnvilExteriorCastle",,0x0000AC49,""
CELL,,"AnvilBayEast02",,0x0000AC48,""
CELL,,"AnvilExteriorLighthouse",,0x0000AC47,""
CELL,,"SmokeHoleCaveExterior",,0x0000AC2E,""
CELL,,"FortStrandExterior",,0x0000AC2B,""
CELL,,"AnvilEast04",,0x0000AC2A,""
CELL,,"AnvilCastleGateMain",,0x0000AC29,""
CELL,,"AnvilBayEast01",,0x0000AC28,""
CELL,,"AnvilBay",,0x0000AC27,""
REFR,,"WayshrineAltarMara03Ref",,0x00176061,""
CELL,,"AnvilOblivionGate",,0x0000ABC5,""
CELL,,"AnvilExterior01N",,0x0000ABA6,""
CELL,,"CrowhavenExterior",,0x0000AB63,""
CELL,,"AtreneCamp",,0x0000AB46,""
CELL,,"GoldCoastWilderness02",,0x0000AB25,""
CELL,,"AnvilWest01",,0x00005696,""
CELL,,"AnvilExteriorLighthouse02",,0x0000AC46,""
CELL,,"AnvilBayWest01",,0x0000AC26,""
REFR,,"Doomstone01Lady01",,0x0018A251,""
CELL,,"OBGateRandCH003",,0x0000A769,""
CELL,,"VarondoExterior",,0x0000A74B,""
CELL,,"InfestedMineExterior",,0x0000A6EB,""
CELL,,"CampAles",,0x00031D55,""
CELL,,"FortHastrelExterior",,0x00031D3F,""
REFR,,"Doomstone05Sithian01",,0x0018A321,""
CELL,,"ShatteredMineExterior",,0x00031CC8,""
CELL,,"OBGateRandGC005",,0x00031CBF,""
REFR,,"WellofForbiddenLore",,0x00188534,""
CELL,,"TrumbeExterior",,0x00031C5E,""
CELL,,"OBgateRandCH001",,0x0000A86B,""
CELL,,"OBGateRandGC004",,0x0000A867,""
CELL,,"MongrelsToothCaveExterior",,0x0000A7AC,""
CELL,,"LastChanceCamp",,0x0000A763,""
REFR,,"Doomstone01Lord01",,0x0018A29F,""
CELL,,"FortWarielExterior",,0x0000A864,""
CELL,,"BleakMineExterior",,0x0000A85E,""
CELL,,"LordDradsEstateExterior",,0x0000A85D,""
CELL,,"BodeanCamp",,0x0000A842,""
CELL,,"FortSutchAbbeyExterior",,0x0000A81E,""
CELL,,"FortSutchCastleExterior",,0x0000A81D,""
CELL,,"BrittlerockCaveExterior",,0x0000A803,""
CELL,,"MS94OblivionGateExterior",,0x0000A7FF,""
CELL,,"FortSutchExterior02",,0x0000A7FE,""
CELL,,"FortSutchExterior",,0x0000A7FD,""
REFR,,"MenewessWell",,0x0018851F,""
CELL,,"VarusCamp",,0x0000A7A0,""
CELL,,"OBGateRandGC006",,0x0000A79D,""
CELL,,"NiryastareExterior",,0x0000A781,""
CELL,,"OBGateRandGC007",,0x0000A85B,""
CELL,,"GoldCoastWilderness01",,0x0000A85A,""
CELL,,"BeldaburoExterior",,0x0000A858,""
ACHR,,"GhorubgroUgdubRef",,0x00098238,""
CELL,,"MalacathShrineExterior",,0x0000A81B,""
ACRE,,"bambi",,0x00061452,""
CELL,,"CountySutchDocksExterior",,0x0000A7D9,""
CELL,,"OBRandNB16",,0x00003F22,""
CELL,,"MaladaExterior",,0x00009FA3,""
CELL,,"MaladaExterior02",,0x00009FA2,""
CELL,,"FortCuptorExterior",,0x00003F99,""
CELL,,"NayonCamp",,0x00003F59,""
CELL,,"AbandonedMineExterior",,0x00003F3F,""
CELL,,"LostBoyCavernsExterior",,0x00003F3A,""
CELL,,"OBRandNB13",,0x00003F1A,""
CELL,,"KindredCaveExterior",,0x000040AC,""
CELL,,"FortRedwaterExterior",,0x00004090,""
CELL,,"RedwaterSloughExterior",,0x0000408E,""
CELL,,"GarnetCamp",,0x00004053,""
CELL,,"LeafrotCaveExterior",,0x00004033,""
CELL,,"OBRandNB15",,0x00003FF6,""
CELL,,"SeranCamp",,0x000040EB,""
CELL,,"BloodRunCaveExterior",,0x000040CB,""
CELL,,"ImperialBridgeInnExterior",,0x000042B9,""
CELL,,"SageGlenHollowExterior",,0x000042B5,""
CELL,,"BedrockBreakExterior",,0x00003FB1,""
REFR,,"Doomstone01Lover01",,0x0018A121,""
CELL,,"ImperialBridgeTavernExterior02",,0x00003F6F,""
CELL,,"PeryiteShrineExterior",,0x00003F55,""
CELL,,"FortFleciaExterior",,0x00003F50,""
CELL,,"OndoExterior",,0x00003EF9,""
CELL,,"BlackDogCamp",,0x00004068,""
CELL,,"WendelbekExterior",,0x0000404E,""
CELL,,"FortGoldThroatExterior",,0x0000400E,""
CELL,,"OBRandNB12",,0x0000400A,""
