Record Type,Mod File,EDID,blank,FormID,Comments
book,Tamriel_Data,"0tubkuwolfqueenshotnuv5",,0x3010ee0,989
book,Tamriel_Data,"0tubkuwolfqueenshotnuv6",,0x3010ee1,990
book,Tamriel_Data,"0tubkuwolfqueenshotnuv7",,0x3010ee2,991
book,Tamriel_Data,"0tubkuwolfqueenshotnuv8",,0x3010ee3,992
book,Tamriel_Data,"0tubkuwoodcutterswifepc",,0x3010fb2,993
book,Tamriel_Data,"0tubkuwoodcutterswifeshotn",,0x3010ebb,994
book,Tamriel_Data,"0tubkuwordsmatrontr",,0x30110df,995
book,Tamriel_Data,"0tubkuwwsstr",,0x30110e0,996
book,Tamriel_Data,"0tubkuxahxesgiftshotnuv1",,0x3010f0f,997
book,Tamriel_Data,"0tubkuxahxesgiftshotnuv2",,0x3010f10,998
book,Tamriel_Data,"0tubkuxahxesgiftshotnuv3",,0x3010f11,999
book,Tamriel_Data,"0tubkuyellowbookriddlesshotn",,0x3010e66,1000
book,Tamriel_Data,"0tubkuyngolandtheseaghostspc",,0x3010fb5,1001
book,Tamriel_Data,"0tubkuyngolandtheseaghostsshotn",,0x3010eb5,1002
weap,Tamriel_Data,"0tubreuartisanubroadswordu01",,0x3010451,1003
weap,Tamriel_Data,"0tubreuartisanuclaymoreu01",,0x3010455,1004
weap,Tamriel_Data,"0tubreuartisanudaggeru01",,0x3010454,1005
weap,Tamriel_Data,"0tubreuartisanulongswordu01",,0x3010452,1006
weap,Tamriel_Data,"0tubreuartisanushortswordu01",,0x3010453,1007
armo,Tamriel_Data,"0tubreubjoulsaefuruhelmu01",,0x30111e8,1008
door,Tamriel_Data,"0tubreudngcellarudooru01",,0x3013016,1009
stat,Tamriel_Data,"0tubreudngcellarufualtaru01",,0x3011a20,1010
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru01",,0x3011afa,1011
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru02",,0x3011afb,1012
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru03",,0x3011afe,1013
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru04",,0x3011aff,1014
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru05",,0x3011b00,1015
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru06",,0x3011b01,1016
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru07",,0x3011b02,1017
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru08",,0x3011b03,1018
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru09",,0x3011b04,1019
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru10",,0x3011a94,1020
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru11",,0x3011a95,1021
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru12",,0x3011af9,1022
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru13",,0x3011c2e,1023
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru14",,0x3011c2d,1024
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru15",,0x3011c2f,1025
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru16",,0x3011c43,1026
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru17",,0x3011c44,1027
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru18",,0x3011c45,1028
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru19",,0x3011c46,1029
stat,Tamriel_Data,"0tubreudngcellaruiucorridoru20",,0x3011c47,1030
stat,Tamriel_Data,"0tubreudngcellaruiucottageu01",,0x3011afd,1031
stat,Tamriel_Data,"0tubreudngcellaruiupillaru01",,0x3011af7,1032
stat,Tamriel_Data,"0tubreudngcellaruiupillaru02",,0x3011af8,1033
stat,Tamriel_Data,"0tubreudngcellaruiuroomu01",,0x3011afc,1034
stat,Tamriel_Data,"0tubreudngcellaruxuentrancereu01",,0x3012072,1035
stat,Tamriel_Data,"0tubreudngruinuxutoweru01",,0x3011a2d,1036
stat,Tamriel_Data,"0tubreudngruinuxutoweru02",,0x301163a,1037
stat,Tamriel_Data,"0tubreudngruinuxutoweru03",,0x3012030,1038
stat,Tamriel_Data,"0tubreudngruinuxutoweru04",,0x30115bf,1039
alch,Tamriel_Data,"0tubreudrinkuwinewayrestu01",,0x30107d7,1040
stat,Tamriel_Data,"0tubreufurnutapestryu01",,0x3011518,1041
stat,Tamriel_Data,"0tubreufurnutapestryu02",,0x3011519,1042
door,Tamriel_Data,"0tubreusetwagonudoorcabinetu01",,0x3013029,1043
door,Tamriel_Data,"0tubreusetwagonudoorcabinetu02",,0x301302a,1044
door,Tamriel_Data,"0tubreusetwagonudoorinu01",,0x3013028,1045
door,Tamriel_Data,"0tubreusetwagonudooru01",,0x3013027,1046
stat,Tamriel_Data,"0tubreusetwagonuiuwagonu01",,0x301209d,1047
stat,Tamriel_Data,"0tubreusetwagonuxuhitchu01",,0x301209e,1048
stat,Tamriel_Data,"0tubreusetwagonuxustepsu01",,0x30120a0,1049
stat,Tamriel_Data,"0tubreusetwagonuxuwagonu01",,0x301209f,1050
weap,Tamriel_Data,"0tucomuadamantubowu01",,0x30103cd,1051
weap,Tamriel_Data,"0tucomuadamantubroadswordu01",,0x30103ce,1052
weap,Tamriel_Data,"0tucomuadamantuclubu01",,0x30103cf,1053
weap,Tamriel_Data,"0tucomuadamantucrossbowu01",,0x30103d0,1054
weap,Tamriel_Data,"0tucomuadamantudaggeru01",,0x30103d1,1055
weap,Tamriel_Data,"0tucomuadamantudaikatanau01",,0x30103d2,1056
weap,Tamriel_Data,"0tucomuadamantudoubleaxeu01",,0x30103d3,1057
weap,Tamriel_Data,"0tucomuadamantugisern",,0x3010457,1058
weap,Tamriel_Data,"0tucomuadamantuhalberdu01",,0x30103d4,1059
weap,Tamriel_Data,"0tucomuadamantukatanau01",,0x30103d5,1060
weap,Tamriel_Data,"0tucomuadamantulongswordu01",,0x30103d6,1061
weap,Tamriel_Data,"0tucomuadamantusaberu01",,0x30103d7,1062
weap,Tamriel_Data,"0tucomuadamantuscimitaru01",,0x30103d8,1063
weap,Tamriel_Data,"0tucomuadamantustaffu01",,0x30103d9,1064
weap,Tamriel_Data,"0tucomuadamantustar",,0x3010458,1065
weap,Tamriel_Data,"0tucomuadamantutantou01",,0x30103da,1066
weap,Tamriel_Data,"0tucomuadamantuwakizashiu01",,0x30103db,1067
weap,Tamriel_Data,"0tucomuadamantuwaraxeu01",,0x30103dc,1068
weap,Tamriel_Data,"0tucomuadamantuwarhammeru01",,0x30103dd,1069
spel,Tamriel_Data,"0tucomualtudaedrafireeye",,0x301010f,1070
spel,Tamriel_Data,"0tucomualtudalgorsentwining",,0x301013e,1071
spel,Tamriel_Data,"0tucomualtudreughsgrace",,0x301014b,1072
spel,Tamriel_Data,"0tucomualtufalling1stbarrier",,0x301017e,1073
spel,Tamriel_Data,"0tucomualtufling",,0x3010137,1074
spel,Tamriel_Data,"0tucomualtufuchongentledescent",,0x3010145,1075
spel,Tamriel_Data,"0tucomualtusuicidedive",,0x301014d,1076
spel,Tamriel_Data,"0tucomualtutothejakhajay",,0x301013c,1077
spel,Tamriel_Data,"0tucomualtuweightofguilt",,0x3010125,1078
misc,Tamriel_Data,"0tucomuastrolabeu01",,0x3010463,1079
misc,Tamriel_Data,"0tucomubookendpooru01",,0x301050e,1080
misc,Tamriel_Data,"0tucomubookendrichu01",,0x301050f,1081
misc,Tamriel_Data,"0tucomubreadpaddleu01a",,0x3010572,1082
misc,Tamriel_Data,"0tucomubreadpaddleu01b",,0x3010573,1083
misc,Tamriel_Data,"0tucomubreadpaddleu02a",,0x3010574,1084
misc,Tamriel_Data,"0tucomubreadpaddleu02b",,0x3010575,1085
misc,Tamriel_Data,"0tucomubrushu01",,0x3010512,1086
misc,Tamriel_Data,"0tucomucandlestickbrassu01",,0x30104ff,1087
misc,Tamriel_Data,"0tucomucandlestickironu01",,0x30104fe,1088
misc,Tamriel_Data,"0tucomucandlestickpewteru01",,0x30104fc,1089
misc,Tamriel_Data,"0tucomucandlestickpewteru02",,0x3010500,1090
misc,Tamriel_Data,"0tucomucandlesticksilveru01",,0x30104fd,1091
misc,Tamriel_Data,"0tucomucandlesticksilveru02",,0x3010501,1092
armo,Tamriel_Data,"0tucomuchainucuirassu01",,0x301122d,1093
armo,Tamriel_Data,"0tucomuchainucuirassu02",,0x301122e,1094
armo,Tamriel_Data,"0tucomuchainucuirassu03",,0x301122f,1095
misc,Tamriel_Data,"0tucomucleetu01",,0x30104e1,1096
misc,Tamriel_Data,"0tucomuclothbrownfoldedu01",,0x30105a1,1097
misc,Tamriel_Data,"0tucomuclothbrownu01",,0x30105a0,1098
misc,Tamriel_Data,"0tucomuclothgreenfoldedu01",,0x30105a3,1099
misc,Tamriel_Data,"0tucomuclothgreenu01",,0x30105a2,1100
misc,Tamriel_Data,"0tucomuclothplainfoldedu01",,0x3010468,1101
misc,Tamriel_Data,"0tucomuclothplainu01",,0x3010466,1102
misc,Tamriel_Data,"0tucomuclothplainu02",,0x3010467,1103
misc,Tamriel_Data,"0tucomuclothpurplefoldedu01",,0x30105a5,1104
misc,Tamriel_Data,"0tucomuclothpurpleu01",,0x30105a4,1105
misc,Tamriel_Data,"0tucomuclothragu01",,0x30105aa,1106
misc,Tamriel_Data,"0tucomuclothragu02",,0x30105ab,1107
misc,Tamriel_Data,"0tucomuclothredfoldedu01",,0x30105a7,1108
misc,Tamriel_Data,"0tucomuclothredu01",,0x30105a6,1109
misc,Tamriel_Data,"0tucomuclothyellowfoldedu01",,0x30105a9,1110
misc,Tamriel_Data,"0tucomuclothyellowu01",,0x30105a8,1111
clot,Tamriel_Data,"0tucomucmubelturesistparalysis",,0x3010e3a,1112
clot,Tamriel_Data,"0tucomucmupantsu01",,0x3010dc8,1113
clot,Tamriel_Data,"0tucomucmupantsu02",,0x3010dcc,1114
clot,Tamriel_Data,"0tucomucmupantsu03",,0x3010dcd,1115
clot,Tamriel_Data,"0tucomucmupantsu04",,0x3010dce,1116
clot,Tamriel_Data,"0tucomucmupantsuresistparalysis",,0x3010e37,1117
clot,Tamriel_Data,"0tucomucmuringudivineintervent",,0x3010e31,1118
clot,Tamriel_Data,"0tucomucmuringurestoreconst",,0x3010e33,1119
clot,Tamriel_Data,"0tucomucmuringurestorefinesse",,0x3010e34,1120
clot,Tamriel_Data,"0tucomucmuringurestorefortitude",,0x3010e35,1121
clot,Tamriel_Data,"0tucomucmuringurestoresorcery",,0x3010e36,1122
clot,Tamriel_Data,"0tucomucmurobeuresistparalysis",,0x3010e3b,1123
clot,Tamriel_Data,"0tucomucmushirtu01",,0x3010dcf,1124
clot,Tamriel_Data,"0tucomucmushirtu02",,0x3010dd0,1125
clot,Tamriel_Data,"0tucomucmushirtu03",,0x3010dca,1126
clot,Tamriel_Data,"0tucomucmushirtu04",,0x3010dd4,1127
clot,Tamriel_Data,"0tucomucmushirturesistparalysis",,0x3010e38,1128
clot,Tamriel_Data,"0tucomucmushoesuresistparalysis",,0x3010e39,1129
clot,Tamriel_Data,"0tucomucmuskirtu01",,0x3010e09,1130
spel,Tamriel_Data,"0tucomucnjuassistance",,0x301012a,1131
spel,Tamriel_Data,"0tucomucnjubloodletter",,0x3010120,1132
spel,Tamriel_Data,"0tucomucnjubonesong",,0x301014a,1133
spel,Tamriel_Data,"0tucomucnjucallofthebeasts",,0x3010129,1134
spel,Tamriel_Data,"0tucomucnjudaedrameridianlight",,0x3010111,1135
spel,Tamriel_Data,"0tucomucnjuexperimentfrostatr",,0x3010148,1136
spel,Tamriel_Data,"0tucomucnjufleshdremora",,0x3010122,1137
spel,Tamriel_Data,"0tucomucnjufoolsgloves",,0x3010123,1138
spel,Tamriel_Data,"0tucomucnjufoundation",,0x3010121,1139
spel,Tamriel_Data,"0tucomucnjukievierspecternane",,0x301014c,1140
spel,Tamriel_Data,"0tucomucnjuminionofmehrunes",,0x3010149,1141
spel,Tamriel_Data,"0tucomucnjurazorsedge",,0x3010124,1142
spel,Tamriel_Data,"0tucomuconuperyitonspelleast",,0x30100f2,1143
spel,Tamriel_Data,"0tucomuconuperyitonspellfringes",,0x30100f3,1144
spel,Tamriel_Data,"0tucomuconuperyitonspellnorth",,0x30100f0,1145
spel,Tamriel_Data,"0tucomuconuperyitonspellsouth",,0x30100ef,1146
spel,Tamriel_Data,"0tucomuconuperyitonspellwest",,0x30100f1,1147
misc,Tamriel_Data,"0tucomucuttingboardu01",,0x3010513,1148
misc,Tamriel_Data,"0tucomucuttingboardu02",,0x301057e,1149
misc,Tamriel_Data,"0tucomucuttingboardu03",,0x301057f,1150
weap,Tamriel_Data,"0tucomudaedsteelubroadswordu01",,0x3010439,1151
weap,Tamriel_Data,"0tucomudaedsteelubroadswordudrem",,0x30103be,1152
weap,Tamriel_Data,"0tucomudaedsteeluclaymoreu01",,0x301043a,1153
weap,Tamriel_Data,"0tucomudaedsteeluclaymoreutwilli",,0x30103bf,1154
weap,Tamriel_Data,"0tucomudaedsteeludaggeru01",,0x301043b,1155
weap,Tamriel_Data,"0tucomudaedsteeludaggeruscamp",,0x30103c0,1156
weap,Tamriel_Data,"0tucomudaedsteelulongswordu01",,0x301043c,1157
weap,Tamriel_Data,"0tucomudaedsteelulongsworduhungr",,0x30103c1,1158
weap,Tamriel_Data,"0tucomudaedsteelushortswordu01",,0x301043d,1159
weap,Tamriel_Data,"0tucomudaedsteelushortsworduclan",,0x30103c2,1160
spel,Tamriel_Data,"0tucomudesuduck",,0x3010134,1161
spel,Tamriel_Data,"0tucomudesufearoftheflame",,0x301014f,1162
spel,Tamriel_Data,"0tucomudesufracturearmor",,0x3010132,1163
spel,Tamriel_Data,"0tucomudesupinprick",,0x301012e,1164
spel,Tamriel_Data,"0tucomudesurageofmagnus",,0x3010136,1165
spel,Tamriel_Data,"0tucomudesuterrorbaluokmir",,0x3010150,1166
spel,Tamriel_Data,"0tucomudesuvampirestouch",,0x3010135,1167
misc,Tamriel_Data,"0tucomudiceu01",,0x3010535,1168
misc,Tamriel_Data,"0tucomuembalmingscissoru01",,0x30104c8,1169
weap,Tamriel_Data,"0tucomuembalminguhooku01",,0x301039b,1170
weap,Tamriel_Data,"0tucomuembalminguknifeu01",,0x301039c,1171
clot,Tamriel_Data,"0tucomuepugloveru01",,0x3010e0d,1172
clot,Tamriel_Data,"0tucomuepugloveru02",,0x3010e0e,1173
clot,Tamriel_Data,"0tucomuepugloveru03",,0x3010e0f,1174
clot,Tamriel_Data,"0tucomuepugloveru04",,0x3010e10,1175
clot,Tamriel_Data,"0tucomuepuringufallingfirstbarr",,0x3010e2e,1176
clot,Tamriel_Data,"0tucomuepuringufallingsecondbarr",,0x3010e2f,1177
clot,Tamriel_Data,"0tucomuepurobeu01",,0x3010e11,1178
clot,Tamriel_Data,"0tucomuepushirtu01",,0x3010dd1,1179
clot,Tamriel_Data,"0tucomuepushirtu02",,0x3010dd2,1180
clot,Tamriel_Data,"0tucomuepushirtu03",,0x3010dd3,1181
clot,Tamriel_Data,"0tucomuepuskirtu01",,0x3010dd5,1182
clot,Tamriel_Data,"0tucomuepuskirtu02",,0x3010dd6,1183
clot,Tamriel_Data,"0tucomuepuskirtu03",,0x3010dd7,1184
clot,Tamriel_Data,"0tucomuepuskirtu04",,0x3010dd8,1185
clot,Tamriel_Data,"0tucomuepuskirtu05",,0x3010dd9,1186
clot,Tamriel_Data,"0tucomuetugloveru02",,0x3010e15,1187
weap,Tamriel_Data,"0tucomufarmuhoeu01",,0x30103a3,1188
weap,Tamriel_Data,"0tucomufarmupitchforku01",,0x30103a5,1189
weap,Tamriel_Data,"0tucomufarmuscytheu01",,0x30103a6,1190
weap,Tamriel_Data,"0tucomufarmushovelu01",,0x30103a7,1191
weap,Tamriel_Data,"0tucomufarmutrovelu01",,0x30103a4,1192
misc,Tamriel_Data,"0tucomufireplacebroomu01",,0x3010514,1193
misc,Tamriel_Data,"0tucomufireplacehooku01",,0x3010515,1194
misc,Tamriel_Data,"0tucomufireplaceshovelu01",,0x3010516,1195
misc,Tamriel_Data,"0tucomufrypanu01",,0x30104a1,1196
ligh,Tamriel_Data,"0tucomufurnruchandelieru128",,0x3010618,1197
ligh,Tamriel_Data,"0tucomufurnruchandelieru256",,0x3010616,1198
ligh,Tamriel_Data,"0tucomufurnruchandelieruoff",,0x3010617,1199
stat,Tamriel_Data,"0tucomufurnubasinu01",,0x3012948,1200
stat,Tamriel_Data,"0tucomufurnubathhalfbarrelu01",,0x30129b6,1201
stat,Tamriel_Data,"0tucomufurnubathhalfbarrelu02",,0x301217e,1202
stat,Tamriel_Data,"0tucomufurnubathu01",,0x301294a,1203
furn,Tamriel_Data,"0tucomufurnubedrollu01",,0x3012fa4,1204
furn,Tamriel_Data,"0tucomufurnubedskyu01",,0x3012f95,1205
furn,Tamriel_Data,"0tucomufurnubedskyu02",,0x3012f92,1206
furn,Tamriel_Data,"0tucomufurnubedskyu03",,0x3012f94,1207
furn,Tamriel_Data,"0tucomufurnubedskyu04",,0x3012f93,1208
furn,Tamriel_Data,"0tucomufurnubedskyu05",,0x3012f96,1209
furn,Tamriel_Data,"0tucomufurnubedstrawu01",,0x3012f97,1210
furn,Tamriel_Data,"0tucomufurnubedu01",,0x3012fa6,1211
furn,Tamriel_Data,"0tucomufurnubedu02",,0x3012fa9,1212
furn,Tamriel_Data,"0tucomufurnubedu03",,0x3012faa,1213
stat,Tamriel_Data,"0tucomufurnufireplacestandu01",,0x3012959,1214
stat,Tamriel_Data,"0tucomufurnupeltbearcolovianu01",,0x30121de,1215
stat,Tamriel_Data,"0tucomufurnupeltbristlebacku01",,0x3011ce2,1216
stat,Tamriel_Data,"0tucomufurnupeltcowtatteredu01",,0x3011cdd,1217
stat,Tamriel_Data,"0tucomufurnupeltcowtatteredu02",,0x3011cde,1218
stat,Tamriel_Data,"0tucomufurnupeltcowtatteredu03",,0x3011cdf,1219
stat,Tamriel_Data,"0tucomufurnupeltcowtatteredu04",,0x3011ce0,1220
stat,Tamriel_Data,"0tucomufurnupeltcowtatteredu05",,0x3011ce1,1221
stat,Tamriel_Data,"0tucomufurnupeltgoatu01",,0x30118d5,1222
stat,Tamriel_Data,"0tucomufurnupeltsabrecatu01",,0x3012005,1223
stat,Tamriel_Data,"0tucomufurnupeltsabrecatu02",,0x3012006,1224
stat,Tamriel_Data,"0tucomufurnupeltwolfcolovianu01",,0x30121dd,1225
stat,Tamriel_Data,"0tucomufurnupeltwolfcolovianu02",,0x30121df,1226
stat,Tamriel_Data,"0tucomufurnupotterswheelu01",,0x3012dd4,1227
stat,Tamriel_Data,"0tucomufurnutrophalitu01",,0x30129c6,1228
stat,Tamriel_Data,"0tucomufurnutrophalitu02",,0x30129c7,1229
stat,Tamriel_Data,"0tucomufurnutrophargonianfemu01",,0x30129c8,1230
stat,Tamriel_Data,"0tucomufurnutrophargonianfemu02",,0x30129c9,1231
stat,Tamriel_Data,"0tucomufurnutrophargonianfemu03",,0x30129ca,1232
stat,Tamriel_Data,"0tucomufurnutrophargonianmalu01",,0x30129cb,1233
stat,Tamriel_Data,"0tucomufurnutrophargonianmalu02",,0x30129cc,1234
stat,Tamriel_Data,"0tucomufurnutrophargonianmalu03",,0x30129cd,1235
stat,Tamriel_Data,"0tucomufurnutrophbearcolovianu01",,0x30121db,1236
stat,Tamriel_Data,"0tucomufurnutrophboaru01",,0x30129ce,1237
stat,Tamriel_Data,"0tucomufurnutrophclannfearu01",,0x30129cf,1238
stat,Tamriel_Data,"0tucomufurnutrophdurzogu01",,0x30129d0,1239
stat,Tamriel_Data,"0tucomufurnutrophemptyu01",,0x30129d1,1240
stat,Tamriel_Data,"0tucomufurnutrophkagoutiu01",,0x30129d5,1241
stat,Tamriel_Data,"0tucomufurnutrophkagoutiu02",,0x30129d6,1242
stat,Tamriel_Data,"0tucomufurnutrophkhajiitfemu01",,0x30129d7,1243
stat,Tamriel_Data,"0tucomufurnutrophkhajiitfemu02",,0x30129d8,1244
stat,Tamriel_Data,"0tucomufurnutrophkhajiitfemu03",,0x30129d9,1245
stat,Tamriel_Data,"0tucomufurnutrophkhajiitmalu01",,0x30129da,1246
stat,Tamriel_Data,"0tucomufurnutrophkhajiitmalu02",,0x30129db,1247
stat,Tamriel_Data,"0tucomufurnutrophkhajiitmalu03",,0x30129dc,1248
stat,Tamriel_Data,"0tucomufurnutrophkhajiitmalu04",,0x30129dd,1249
stat,Tamriel_Data,"0tucomufurnutrophnixhoundu01",,0x30129de,1250
stat,Tamriel_Data,"0tucomufurnutrophslaughtfishou01",,0x3012765,1251
stat,Tamriel_Data,"0tucomufurnutrophslaughtfishou02",,0x3012766,1252
stat,Tamriel_Data,"0tucomufurnutrophslaughtfishsu01",,0x30129d4,1253
stat,Tamriel_Data,"0tucomufurnutrophslaughtfishsu02",,0x3012219,1254
stat,Tamriel_Data,"0tucomufurnutrophslaughtfishu01",,0x30129d2,1255
stat,Tamriel_Data,"0tucomufurnutrophslaughtfishu02",,0x30129d3,1256
stat,Tamriel_Data,"0tucomufurnutrophswamptrollu01",,0x30129e0,1257
stat,Tamriel_Data,"0tucomufurnutrophtrophogrimu01",,0x30129df,1258
stat,Tamriel_Data,"0tucomufurnutrophwolfcolovianu01",,0x30121dc,1259
stat,Tamriel_Data,"0tucomufurnutrophwolfcolovianu02",,0x30121e0,1260
stat,Tamriel_Data,"0tucomufurnutrophwormmouthu01",,0x30118d9,1261
weap,Tamriel_Data,"0tucomugoldudaggeru01",,0x3010404,1262
misc,Tamriel_Data,"0tucomuhammeru01",,0x3010479,1263
misc,Tamriel_Data,"0tucomuhammeru02",,0x301047a,1264
misc,Tamriel_Data,"0tucomuhammeru03",,0x301047b,1265
misc,Tamriel_Data,"0tucomuhammeru04",,0x301047c,1266
spel,Tamriel_Data,"0tucomuiluualluringspeech",,0x3010128,1267
spel,Tamriel_Data,"0tucomuiluuazuraslight",,0x301013d,1268
spel,Tamriel_Data,"0tucomuiluublindfold",,0x301011f,1269
spel,Tamriel_Data,"0tucomuiluudaedrahunterseye",,0x3010112,1270
spel,Tamriel_Data,"0tucomuiluufalensjustice",,0x3010144,1271
spel,Tamriel_Data,"0tucomuiluulivingstatue",,0x3010140,1272
spel,Tamriel_Data,"0tucomuiluumonstrousvision",,0x301012f,1273
spel,Tamriel_Data,"0tucomuiluuonthemove",,0x3010130,1274
spel,Tamriel_Data,"0tucomuiluuorcseye",,0x301013f,1275
spel,Tamriel_Data,"0tucomuiluuparalysis",,0x301017f,1276
spel,Tamriel_Data,"0tucomuiluuserenenature",,0x3010126,1277
spel,Tamriel_Data,"0tucomuiluushamefulcowardice",,0x301013b,1278
spel,Tamriel_Data,"0tucomuiluusmokeandmirrors",,0x3010127,1279
spel,Tamriel_Data,"0tucomuiluusteadfast",,0x3010141,1280
spel,Tamriel_Data,"0tucomuiluuvoices",,0x3010146,1281
misc,Tamriel_Data,"0tucomuironpotu01",,0x30104f6,1282
misc,Tamriel_Data,"0tucomuironpotu02",,0x30104f7,1283
misc,Tamriel_Data,"0tucomuironpotu03",,0x30104f8,1284
misc,Tamriel_Data,"0tucomuironspikeu01",,0x30104e3,1285
armo,Tamriel_Data,"0tucomuironubootsu01",,0x301124f,1286
armo,Tamriel_Data,"0tucomuironubootsu02",,0x3011250,1287
weap,Tamriel_Data,"0tucomuironubroadswordu01",,0x301040d,1288
weap,Tamriel_Data,"0tucomuironubroadswordu02",,0x301040e,1289
weap,Tamriel_Data,"0tucomuironubroadswordu03",,0x301040f,1290
armo,Tamriel_Data,"0tucomuironucuirassu01",,0x3011251,1291
armo,Tamriel_Data,"0tucomuironucuirassu02",,0x3011252,1292
weap,Tamriel_Data,"0tucomuironudaggeru01",,0x3010410,1293
weap,Tamriel_Data,"0tucomuironudaggeru02",,0x3010411,1294
armo,Tamriel_Data,"0tucomuironugreavesu01",,0x3011253,1295
armo,Tamriel_Data,"0tucomuironugreavesu02",,0x3011254,1296
armo,Tamriel_Data,"0tucomuironuhelmu01",,0x3011255,1297
armo,Tamriel_Data,"0tucomuironuhelmu02",,0x3011256,1298
armo,Tamriel_Data,"0tucomuironuhelmuopen",,0x30112c3,1299
weap,Tamriel_Data,"0tucomuironumorningstaru01",,0x3010412,1300
weap,Tamriel_Data,"0tucomuironusaberu01",,0x3010413,1301
weap,Tamriel_Data,"0tucomuironusaberu02",,0x3010414,1302
weap,Tamriel_Data,"0tucomuironusaberu03",,0x3010415,1303
weap,Tamriel_Data,"0tucomuironuscimitaru01",,0x3010416,1304
weap,Tamriel_Data,"0tucomuironutantou01",,0x3010417,1305
weap,Tamriel_Data,"0tucomuironutantou02",,0x3010418,1306
weap,Tamriel_Data,"0tucomuironutantou03",,0x3010419,1307
weap,Tamriel_Data,"0tucomuironutantou04",,0x301041a,1308
weap,Tamriel_Data,"0tucomuironuthrowingknifeu01",,0x301041b,1309
weap,Tamriel_Data,"0tucomuironuthrowingknifeu02",,0x301041c,1310
keym,Tamriel_Data,"0tucomukeyu01",,0x3010d54,1311
keym,Tamriel_Data,"0tucomukeyu02",,0x3010d55,1312
keym,Tamriel_Data,"0tucomukeyu03",,0x3010d56,1313
keym,Tamriel_Data,"0tucomukeyu04",,0x3010d57,1314
keym,Tamriel_Data,"0tucomukeyu05",,0x3010d58,1315
keym,Tamriel_Data,"0tucomukeyu06",,0x3010d59,1316
keym,Tamriel_Data,"0tucomukeyu07",,0x3010d5a,1317
keym,Tamriel_Data,"0tucomukeyu08",,0x3010d5b,1318
keym,Tamriel_Data,"0tucomukeyu09",,0x3010d5c,1319
keym,Tamriel_Data,"0tucomukeyu10",,0x3010d5d,1320
keym,Tamriel_Data,"0tucomukeyu11",,0x3010d5e,1321
keym,Tamriel_Data,"0tucomukeyu12",,0x3010d5f,1322
keym,Tamriel_Data,"0tucomukeyu13",,0x3010d60,1323
keym,Tamriel_Data,"0tucomukeyu14",,0x3010d61,1324
keym,Tamriel_Data,"0tucomukeyu15",,0x3010d62,1325
keym,Tamriel_Data,"0tucomukeyu16",,0x3010d63,1326
keym,Tamriel_Data,"0tucomukeyu17",,0x3010d64,1327
keym,Tamriel_Data,"0tucomukeyu18",,0x3010d65,1328
keym,Tamriel_Data,"0tucomukeyu19",,0x3010d66,1329
keym,Tamriel_Data,"0tucomukeyu20",,0x3010d67,1330
keym,Tamriel_Data,"0tucomukeyu21",,0x3010d68,1331
keym,Tamriel_Data,"0tucomukeyu22",,0x3010d69,1332
keym,Tamriel_Data,"0tucomukeyu23",,0x3010d6a,1333
keym,Tamriel_Data,"0tucomukeyu24",,0x3010d6b,1334
keym,Tamriel_Data,"0tucomukeyu25",,0x3010d6c,1335
keym,Tamriel_Data,"0tucomukeyu26",,0x3010d6d,1336
keym,Tamriel_Data,"0tucomukeyu27",,0x3010d6e,1337
keym,Tamriel_Data,"0tucomukeyu28",,0x3010d6f,1338
keym,Tamriel_Data,"0tucomukeyu29",,0x3010d70,1339
keym,Tamriel_Data,"0tucomukeyu30",,0x3010d71,1340
keym,Tamriel_Data,"0tucomukeyu31",,0x3010d72,1341
keym,Tamriel_Data,"0tucomukeyu32",,0x3010d73,1342
misc,Tamriel_Data,"0tucomulanternemptyu01",,0x3010502,1343
misc,Tamriel_Data,"0tucomumetalblanku01",,0x3010472,1344
misc,Tamriel_Data,"0tucomumetalpieceu01",,0x301054e,1345
misc,Tamriel_Data,"0tucomumetalpieceu02",,0x301054f,1346
misc,Tamriel_Data,"0tucomumetalpieceu03",,0x3010550,1347
misc,Tamriel_Data,"0tucomumetalpieceu04",,0x3010551,1348
spel,Tamriel_Data,"0tucomumysudaedrabloodlust",,0x301010e,1349
spel,Tamriel_Data,"0tucomumysudaedrabloodstorm",,0x3010110,1350
spel,Tamriel_Data,"0tucomumysudistortedreflect",,0x3010142,1351
