RecordType,ModFilename,EDID,NumReferences,FormID,Fullname
CELL,,"GnisisVSUndergroundSStream",,0x014801F8,"Gnisis, Underground Stream"
ACHR,,"Marara",,0x0186B7C2,""
CELL,,"DrethanSAncestralSTomb",,0x01480194,"Drethan Ancestral Tomb"
ACHR,,"mwVorarREF",,0x0183FECF,""
CELL,,"BalmoraVSVorarSHelasASHouse",,0x01480130,"Balmora, Vorar Helas' House"
REFR,,"mwAndasrethPropylonMarker",,0x01F8E381,""
CELL,,"AndasrethVSPropylonSChamber",,0x014800CC,"Andasreth, Propylon Chamber"
REFR,,"AAMWLanabiVendorChestREF",,0x01F8AEC7,""
CELL,,"AhemmusaSCampVSLanabiAsSYurt",,0x01480068,"Ahemmusa Camp, Lanabi's Yurt"
CELL,,"TelSAruhn",,0x01480004,"Tel Aruhn"
CELL,,"SolstheimVSHimmelhostSBarrow",,0x01480572,"Solstheim, Himmelhost Barrow"
CELL,,"OldSMournholdXSTeranSHall",,0x0148050E,"Old Mournhold: Teran Hall"
ACHR,,"mwRalosOthrenimREF",,0x01845198,""
ACHR,,"mwLarisusDergiusREF",,0x01845199,""
ACHR,,"mwThervamDrelasREF",,0x0184519A,""
ACHR,,"mwDudleyREF",,0x0184519B,""
CELL,,"Yasamsi",,0x014804AA,"Yasamsi"
ACHR,,"mwRalenTilvurREF",,0x018616D3,""
REFR,,"fbmwRalenTilvurVendorChestREF",,0x01F8B186,""
ACHR,,"mwDrarelAndusREF",,0x01863D92,""
CELL,,"VivecVSRalenSTilvurXSSmith",,0x01480446,"Vivec, Ralen Tilvur: Smith"
CELL,,"UrshilakuSCampVSMaeliAsSYurt",,0x014803E2,"Urshilaku Camp, Maeli's Yurt"
REFR,,"MuvisPlayingChair",,0x018402D9,""
ACHR,,"MuvisREF",,0x0184023D,""
ACHR,,"mwHelvianeDeseleREF",,0x0184023B,""
REFR,,"fbmwHelvianeDeseleVendorChestREF",,0x01F8B185,""
CELL,,"SuranVSDeseleAsSHouseSofSEarthlySDelights",,0x0148037E,"Suran, Desele's House of Earthly Delights"
CELL,,"SadrithSMoraVSRolisSGarvonAsSHouse",,0x0148031A,"Sadrith Mora, Rolis Garvon's House"
ACHR,,"mwSeniliasCadiususREF",,0x0182F249,""
CELL,,"NchuleftingthVSUpperSLevels",,0x014802B6,"Nchuleftingth, Upper Levels"
CELL,,"LlovynAsSFarmhouse",,0x01480252,"Llovyn's Farmhouse"
REFR,,"0AAMWUlumphaGraSharobVendorChestREF",,0x01F8AEC6,""
REFR,,"0AAMWMugGroDulobVendorChestREF",,0x01F8AEC5,""
REFR,,"0AAMWChaplainOgrulVendorChestREF",,0x01F8AEC4,""
CELL,,"GnisisVSFortSDarius",,0x014801EE,"Gnisis, Fort Darius"
CELL,,"DrenSPlantationVSDovesASShack",,0x0148018A,"Dren Plantation, Doves' Shack"
CELL,,"BalmoraVSNineSToesASHouse",,0x01480126,"Balmora, Nine Toes' House"
CELL,,"AlmurbalarammiVSShrine",,0x014800C2,"Almurbalarammi, Shrine"
CELL,,"AhallaraddonSEggSMine",,0x0148005E,"Ahallaraddon Egg Mine"
CELL,,"SolstheimVSFrosselmaneSBarrow",,0x01480568,"Solstheim, Frosselmane Barrow"
CELL,,"OldSMournholdXSResidentialSRuins",,0x01480504,"Old Mournhold: Residential Ruins"
CELL,,"VosVSVaroSTradehouseSEntrance",,0x014804A0,"Vos, Varo Tradehouse Entrance"
REFR,,"fbmwBelosFalosVendorChestREF",,0x01F8B184,""
REFR,,"fbmwBrathusDalsVendorChestREF",,0x01F8B183,""
REFR,,"fbmwGilanDaynesVendorChestREF",,0x01F8B182,""
REFR,,"fbmwRarvelaTeranVendorChestREF",,0x01F8B181,""
REFR,,"fbmwTraldrisaTervaynVendorChestREF",,0x01F8B180,""
CELL,,"VivecVSNoSNameSClub",,0x0148043C,"Vivec, No Name Club"
CELL,,"UnexploredSShipwreckVSLowerSLevel",,0x014803D8,"Unexplored Shipwreck, Lower Level"
CELL,,"SterdecanAsSFarmhouse",,0x01480374,"Sterdecan's Farmhouse"
CELL,,"SadrithSMoraVSGatewaySInnXSWestSWing",,0x01480310,"Sadrith Mora, Gateway Inn: West Wing"
REFR,,"mwHTStrongholdSchematicsREF",,0x01872459,""
CELL,,"Mzanchend",,0x014802AC,"Mzanchend"
CELL,,"KogoruhnVSVaultSofSAerode",,0x01480248,"Kogoruhn, Vault of Aerode"
CELL,,"GnaarSMokVSMushTMereAsSShack",,0x014801E4,"Gnaar Mok, Mush-Mere's Shack"
CELL,,"DesertedSShipwreckVSLowerSLevel",,0x01480180,"Deserted Shipwreck, Lower Level"
REFR,,"mwTGVintageBrandyREF",,0x0184BED6,""
ACHR,,"RalanHlaaloCorpse",,0x0184BE28,""
CELL,,"BalmoraVSHlaaloSManor",,0x0148011C,"Balmora, Hlaalo Manor"
ACHR,,"mwYakSgroTskandarREF",,0x0183FE4A,""
ACHR,,"mwTongueToadREF",,0x01862390,""
ACRE,,"FBMWTGSpider2",,0x01838A46,""
ACHR,,"mwGaltisGuvronREF",,0x018024E5,""
REFR,,"AAMWAlldingVendorChestREF",,0x01F8AEC3,""
REFR,,"AAMWGaltisGuvronVendorChestREF",,0x01F8AEC2,""
REFR,,"AAMWLirielleStoineVendorChestREF",,0x01F8AEC1,""
REFR,,"AAMWToungToadVendorChestREF",,0x01F8AEC0,""
ACRE,,"FBMWTGSpider1",,0x01838A45,""
ACHR,,"mwLirielleStoineREF",,0x018024E1,""
ACHR,,"mwAengoththeJewelerREF",,0x018024E2,""
CELL,,"AldTruhnVSTheSRatSInSTheSPot",,0x014800B8,"Ald-ruhn, The Rat In The Pot"
ACHR,,"mwDraramuHloranREF",,0x0184758E,""
CELL,,"Abanabi",,0x01480054,"Abanabi"
CELL,,"SolstheimVSCastleSKarstaagVSThroneSRoom",,0x0148055E,"Solstheim, Castle Karstaag, Throne Room"
CELL,,"OldSMournholdXSBattlefield",,0x014804FA,"Old Mournhold: Battlefield"
CELL,,"VosVSFaniseaSIranoAsSFarmhouse",,0x01480496,"Vos, Fanisea Irano's Farmhouse"
CELL,,"VivecVSHlarenSResidence",,0x01480432,"Vivec, Hlaren Residence"
CELL,,"TusenendVSShrine",,0x014803CE,"Tusenend, Shrine"
REFR,,"mwShurdanRaplayMinersMarker",,0x0100DE0D,""
ACRE,,"mwKwamaQueenShurdanRaplayREF",,0x0100D528,""
CELL,,"ShurdanTRaplaySEggSMine",,0x0148036A,"Shurdan-Raplay Egg Mine"
ACHR,,"mwLlarenTeranoREF",,0x0181F470,""
ACHR,,"mwAdusamsiAssurnarairanREF",,0x01852A5C,""
CELL,,"RotheranVSArena",,0x01480306,"Rotheran, Arena"
CELL,,"MorvaynSManor",,0x014802A2,"Morvayn Manor"
REFR,,"mwKoalCaveShrine",,0x01873188,""
CELL,,"KoalSCave",,0x0148023E,"Koal Cave"
REFR,,"0AAMWUlmisoMalorenVendorChestREF",,0x01F8AEBF,""
REFR,,"0AAMWFarasThiranoVendorChestREF",,0x01F8AEBE,""
CELL,,"GhostgateVSTowerSofSDawnSLowerSLevel",,0x014801DA,"Ghostgate, Tower of Dawn Lower Level"
REFR,,"mwAzuraEnabler",,0x01001B37,""
REFR,,"fxAzuraCollisionBox",,0x0100241E,""
REFR,,"mwAzurasRing",,0x01001B57,""
REFR,,"fbcorprusdeath",,0x0101DD40,""
REFR,,"2akulaSdoorSb",,0x0184219A,""
REFR,,"2akulaSdoorSa",,0x01842199,""
REFR,,"fxAzuraBeam1",,0x01001B5A,""
REFR,,"fxAzuraBeam2",,0x01001B59,""
REFR,,"moXprefXDagothSpeaker",,0x01F8B55C,""
ACHR,,"mwAzuraREF",,0x01001B36,""
ACHR,,"mwDagothUrREF",,0x010262AD,""
REFR,,"xhashxakuladoor",,0x0183F035,""
CELL,,"DagothSUrVSFacilitySCavern",,0x01480176,"Dagoth Ur, Facility Cavern"
CELL,,"BalmoraVSDralosaSAthrenAsSHouse",,0x01480112,"Balmora, Dralosa Athren's House"
CELL,,"AldTruhnVSPelleciaSAurrusAsSHouse",,0x014800AE,"Ald-ruhn, Pellecia Aurrus's House"
CELL,,"Khuul",,0x0148004A,"Khuul"
ACHR,,"fbmwbmSkaalGuard2ref",,0x01F08466,""
ACHR,,"fbmwbmHeartFangREF",,0x01F08467,""
ACHR,,"fbmwbmWereSkaal6",,0x01F8B8B4,""
ACHR,,"fbmwbmWereSkaal5",,0x01F8B8B3,""
CELL,,"SkaalSVillageVSTheSGreathall",,0x01480554,"Skaal Village, The Greathall"
ACRE,,"fbmwMSSummonerSaint1",,0x01F8E862,""
REFR,,"fbmwMSSummonerVSmoke6",,0x01F05265,""
REFR,,"fbmwMSSummonerVSmoke5",,0x01F05264,""
REFR,,"fbmwMSSummonerVSmoke1",,0x01F05263,""
REFR,,"fbmwMSSummonerVSmoke2",,0x01F05262,""
REFR,,"fbmwMSSummonerVSmoke3",,0x01F05261,""
REFR,,"fbmwMSSummonerVSmoke4",,0x01F05260,""
REFR,,"fbmwMSSummonerVelasDoor",,0x01F0525F,""
ACHR,,"fbmwGavisVelasREF",,0x01F0525E,""
ACRE,,"fbmwMSSummonerSaint2",,0x01003A43,""
ACRE,,"fbmwMSSummonerOgrim",,0x01003A42,""
CELL,,"MournholdVSVelasSManor",,0x014804F0,"Mournhold, Velas Manor"
ACRE,,"mwTelvanniSewerRat10",,0x01F2A54B,""
ACRE,,"mwTelvanniSewerRat9",,0x01F2A54C,""
ACRE,,"mwTelvanniSewerRat8",,0x01F2A54D,""
ACRE,,"mwTelvanniSewerRat7",,0x01F2A54E,""
ACRE,,"mwTelvanniSewerRat6",,0x01F2A54F,""
ACRE,,"mwTelvanniSewerRat5",,0x01F2A550,""
ACRE,,"mwTelvanniSewerRat3",,0x01F2A552,""
ACRE,,"mwTelvanniSewerRat2",,0x01F2A553,""
ACRE,,"mwTelvanniSewerRat4",,0x01F2A551,""
ACRE,,"mwTelvanniSewerRat1",,0x01F2A554,""
CELL,,"VivecVSTelvanniSUnderworks",,0x0148048C,"Vivec, Telvanni Underworks"
REFR,,"AAMWAlvenoAndulesVendorChestREF",,0x01F8AEBD,""
CELL,,"VivecVSHlaaluSPawnbroker",,0x01480428,"Vivec, Hlaalu Pawnbroker"
CELL,,"TinTAhhe",,0x014803C4,"Tin-Ahhe"
ACHR,,"mwZennammuREF",,0x0186C259,""
ACHR,,"mwJocienAncoisREF",,0x0186C258,""
CELL,,"ShashurariSCampVSZennammuAsSYurt",,0x01480360,"Shashurari Camp, Zennammu's Yurt"
CELL,,"RemoteSShipwreckVSLowerSLevel",,0x014802FC,"Remote Shipwreck, Lower Level"
REFR,,"0AAMWRavisoAndalasVendorChestREF",,0x01F8AEBC,""
REFR,,"0AAMWMandurOmalenVendorChestREF",,0x01F8AEBB,""
REFR,,"0AAMWHakarTheCandleVendorChestREF",,0x01F8AEBA,""
CELL,,"MolagSMarVSRedoranSStronghold",,0x01480298,"Molag Mar, Redoran Stronghold"
CELL,,"kenAsStestShole",,0x01480234,"ken's test hole"
CELL,,"FalvilloAsSEndeavorVSCabin",,0x014801D0,"Falvillo's Endeavor, Cabin"
CELL,,"DagonSFelVSGreidilSHalfTTrollAsSHouse",,0x0148016C,"Dagon Fel, Greidil Half-Troll's House"
CELL,,"BalSUrVSShrine",,0x01480108,"Bal Ur, Shrine"
CELL,,"AldTruhnVSIlmirilAsSHouse",,0x014800A4,"Ald-ruhn, Ilmiril's House"
CELL,,"MaarSGan",,0x01480040,"Maar Gan"
CELL,,"RavenSRockVSVacantSHouse",,0x0148054A,"Raven Rock, Vacant House"
REFR,,"mwMournholdJailDoorRef",,0x01F04BAD,""
REFR,,"fbmwMSWarlordsDobarMarker",,0x010085D6,""
REFR,,"fbmwMSWarlordsIenithMarker",,0x010085D5,""
CELL,,"MournholdVSRoyalSPalaceXSJail",,0x014804E6,"Mournhold, Royal Palace: Jail"
REFR,,"fbmwGaluroBelanVendorChestREF",,0x01F8B17F,""
CELL,,"VivecVSTelvanniSApothecary",,0x01480482,"Vivec, Telvanni Apothecary"
CELL,,"VivecVSHallSofSJustice",,0x0148041E,"Vivec, Hall of Justice"
REFR,,"AAMWAlenusVenduVendorChestREF",,0x01F8AEB9,""
REFR,,"AAMWAndilVendorChestREF",,0x01F8AEB8,""
REFR,,"AAMWMilarMaryonVendorChestREF",,0x01F8AEB7,""
CELL,,"TelSVosVSServicesSTower",,0x014803BA,"Tel Vos, Services Tower"
CELL,,"SeydaSNeenVSTeruriseSGirvayneAsSHouse",,0x01480356,"Seyda Neen, Terurise Girvayne's House"
CELL,,"RandasSAncestralSTomb",,0x014802F2,"Randas Ancestral Tomb"
ACHR,,"mwArethanMandasREF",,0x018419EF,""
CELL,,"Milk",,0x0148028E,"Milk"
CELL,,"IndalenSAncestralSTomb",,0x0148022A,"Indalen Ancestral Tomb"
CELL,,"FairSHelasVSUpperSLevel",,0x014801C6,"Fair Helas, Upper Level"
CELL,,"ChunTOokVSLowerSLevel",,0x01480162,"Chun-Ook, Lower Level"
ACHR,,"mwDreveniHlarenREF",,0x018475D5,""
CELL,,"Assu",,0x014800FE,"Assu"
CELL,,"AldTruhnVSGildanAsSHouse",,0x0148009A,"Ald-ruhn, Gildan's House"
CELL,,"Vemynal",,0x01480036,"Vemynal"
CELL,,"RavenSRockVSNorthSStorehouse",,0x01480540,"Raven Rock, North Storehouse"
CELL,,"MournholdVSPawnbroker",,0x014804DC,"Mournhold, Pawnbroker"
CELL,,"VivecVSStPSOlmsSUpperSNorthTTwo",,0x01480478,"Vivec, St. Olms Upper North-Two"
CELL,,"VivecVSDralorSManor",,0x01480414,"Vivec, Dralor Manor"
REFR,,"fbmwHlendrisaSelethVendorChestREF",,0x01F8B17E,""
CELL,,"TelSUvirithVSSelethAsSHouse",,0x014803B0,"Tel Uvirith, Seleth's House"
REFR,,"BadOneREF",,0x0100584A,""
ACHR,,"SellusGraviusRef",,0x0182A33A,""
REFR,,"0AAMWSocuciusErgallaStandX",,0x01002169,""
REFR,,"SellusGraviusOfficeInteriorDoor2",,0x0181D36C,""
REFR,,"AAMWChargenDoor2REF",,0x0181D36B,""
REFR,,"mwCGPapersREF",,0x0182A33B,""
ACHR,,"mwSocuciusErgallaREF",,0x0181D354,""
ACHR,,"mwCGGuardDoorREF",,0x0182A339,""
REFR,,"AAMWChargenDoor1REF",,0x0182A33C,""
CELL,,"SeydaSNeenVSCensusSandSExciseSOffice",,0x0148034C,"Seyda Neen, Census and Excise Office"
CELL,,"PreludeSShipwreckVSCabin",,0x014802E8,"Prelude Shipwreck, Cabin"
CELL,,"MarvaniSAncestralSTomb",,0x01480284,"Marvani Ancestral Tomb"
CELL,,"IenithSAncestralSTomb",,0x01480220,"Ienith Ancestral Tomb"
ACHR,,"mwHanAmmuREF",,0x0181FF06,""
CELL,,"ErabenimsunSCampVSHanTAmmuAsSYurt",,0x014801BC,"Erabenimsun Camp, Han-Ammu's Yurt"
REFR,,"0AAMWShenkVendorChestREF",,0x01F8AEB6,""
ACHR,,"Shenk",,0x0182A357,""
REFR,,"ShenkRentDoor",,0x0182837F,""
REFR,,"ShenkRentbed",,0x01828371,""
REFR,,"0irationSalbarniansChair",,0x018282FF,""
CELL,,"CalderaVSShenkAsSShovel",,0x01480158,"Caldera, Shenk's Shovel"
ACHR,,"mwVindameaDrethanREF",,0x018475AC,""
CELL,,"Ashirbadon",,0x014800F4,"Ashirbadon"
REFR,,"AAMWCienneSintieveVendorChestREF",,0x01F8AEB5,""
CELL,,"AldTruhnVSCienneSSintieveXSAlchemist",,0x01480090,"Ald-ruhn, Cienne Sintieve: Alchemist"
CELL,,"DagothSUr",,0x0148002C,"Dagoth Ur"
ACHR,,"fbmwbmHunterSpawn4",,0x01F0786A,""
ACHR,,"fbmwbmHunterSpawn3",,0x01F07869,""
ACHR,,"fbmwbmHunterSpawn2",,0x01F07868,""
ACHR,,"fbmwbmHunterSpawn5",,0x01F07867,""
ACHR,,"fbmwbmHunterSpawn1",,0x0103A5D8,""
CELL,,"MarkAsSScriptSTestingSCell",,0x01480536,"Mark's Script Testing Cell"
CELL,,"MournholdVSBookseller",,0x014804D2,"Mournhold, Bookseller"
CELL,,"VivecVSStPSOlmsSCanalworks",,0x0148046E,"Vivec, St. Olms Canalworks"
CELL,,"VivecVSArenaSHoldingSCells",,0x0148040A,"Vivec, Arena Holding Cells"
CELL,,"TelSMoraVSLietteAsSHouse",,0x014803A6,"Tel Mora, Liette's House"
CELL,,"SarysSAncestralSTomb",,0x01480342,"Sarys Ancestral Tomb"
CELL,,"PelagiadVSJunalTleiAsSHouse",,0x014802DE,"Pelagiad, Junal-lei's House"
CELL,,"MamsharTDisamusSCampVSMaesatAsSYurt",,0x0148027A,"Mamshar-Disamus Camp, Maesat's Yurt"
CELL,,"HlervuSAncestralSTomb",,0x01480216,"Hlervu Ancestral Tomb"
CELL,,"ElfTSkerringVSUpperSLevel",,0x014801B2,"Elf-Skerring, Upper Level"
REFR,,"ErnardThierrysChair",,0x0184F3F3,""
REFR,,"xCalderaMagesHangout",,0x01F8B386,""
REFR,,"0AAMWFolmsMirelVendorChestREF",,0x01F8AEB4,""
REFR,,"Terranil3",,0x01450007,""
REFR,,"CCCCalderaTravelMarker",,0x01F0A316,""
CELL,,"CalderaVSGuildSofSMages",,0x0148014E,"Caldera, Guild of Mages"
ACHR,,"fbmwmalexaREF",,0x0183FE56,""
CELL,,"AshalmawiaVSShrine",,0x014800EA,"Ashalmawia, Shrine"
ACHR,,"mwHassourZainsubaniREF",,0x01847FFD,""
REFR,,"AldSkarInnPatronChair04",,0x01809CE0,""
REFR,,"AldSkarInnPatronChair02",,0x01809CE1,""
REFR,,"AldSkarInnPatronChair03",,0x01809CE2,""
REFR,,"AldSkarInnPatronChair01",,0x01809CE3,""
REFR,,"AldSkarInnPatronStool03",,0x01809DBA,""
REFR,,"AldSkarInnPatronStool02",,0x01809DBB,""
REFR,,"AldSkarInnPatronStool01",,0x01809DBC,""
REFR,,"AldSkarInnDanceFloor",,0x01F8B7C9,""
REFR,,"FathusaPlaysLuteHere",,0x01F8B7C8,""
REFR,,"BralasPlaysDrumsHere",,0x01F8B7C7,""
REFR,,"fbmwaldskarbedref",,0x01809D1F,""
ACHR,,"fbmwShashev",,0x018754C8,""
ACHR,,"fbmwboderifaranoref",,0x01813427,""
REFR,,"AAMWBoderiFaranoVendorChestREF",,0x01F8AEB2,""
ACHR,,"mwFathusaGirethiREF",,0x01813429,""
CELL,,"AldTruhnVSAldSSkarSInn",,0x01480086,"Ald-ruhn, Ald Skar Inn"
CELL,,"VivecVSTelvanni",,0x01480022,"Vivec, Telvanni"
CELL,,"FiremothVSGreatSHall",,0x01480590,"Firemoth, Great Hall"
CELL,,"SolstheimVSThormoorAsSWatch",,0x0148052C,"Solstheim, Thormoor's Watch"
CELL,,"Mournhold",,0x014804C8,"Mournhold"
CELL,,"VivecVSStPSDelynSWaistSSouthTOne",,0x01480464,"Vivec, St. Delyn Waist South-One"
CELL,,"VemynalVSOuterSFortress",,0x01480400,"Vemynal, Outer Fortress"
CELL,,"TelSBranoraVSSeryneSRelasAsSHouse",,0x0148039C,"Tel Branora, Seryne Relas's House"
CELL,,"SandusSAncestralSTomb",,0x01480338,"Sandus Ancestral Tomb"
CELL,,"Panat",,0x014802D4,"Panat"
ACHR,,"mwBulfimgraShugarzREF",,0x01865F68,""
CELL,,"MaelkashishiVSShrine",,0x01480270,"Maelkashishi, Shrine"
CELL,,"Hinnabi",,0x0148020C,"Hinnabi"
CELL,,"EbonheartVSHawkmothSTowers",,0x014801A8,"Ebonheart, Hawkmoth Towers"
REFR,,"mwBuckmothJailDoorRef",,0x0185636B,""
CELL,,"BuckmothSLegionSFortVSPrison",,0x01480144,"Buckmoth Legion Fort, Prison"
CELL,,"ArrowVSCabin",,0x014800E0,"Arrow, Cabin"
REFR,,"mwShoesofSaintRihmsContainer",,0x01841BD9,""
REFR,,"mwMehrunesDagonStatueREF",,0x01872F2F,""
CELL,,"AldSSothaVSShrine",,0x0148007C,"Ald Sotha, Shrine"
CELL,,"NchuleftSRuin",,0x01480018,"Nchuleft Ruin"
CELL,,"SolstheimVSStormpfundSBarrow",,0x01480586,"Solstheim, Stormpfund Barrow"
CELL,,"SkaalSVillage",,0x01480522,"Skaal Village"
CELL,,"Zenarbael",,0x014804BE,"Zenarbael"
CELL,,"VivecVSStPSDelynSCanalSSouthTThree",,0x0148045A,"Vivec, St. Delyn Canal South-Three"
CELL,,"ValenvaryonVSUmugAsSHut",,0x014803F6,"Valenvaryon, Umug's Hut"
ACHR,,"mwLlaalsOresREF",,0x0182B36B,""
REFR,,"mwTelAruhnBoughtSlaveMarker",,0x010020F7,""
ACHR,,"mwDavinaREF",,0x0182B366,""
ACHR,,"mwJadierMannickREF",,0x0182B367,""
ACHR,,"mwCiralindeREF",,0x0182B368,""
ACHR,,"mwMenelrasREF",,0x0182B369,""
ACHR,,"mwManilianSceriusREF",,0x0182B36A,""
CELL,,"TelSAruhnVSUnderground",,0x01480392,"Tel Aruhn, Underground"
CELL,,"SalitSCampVSZalitAsSYurt",,0x0148032E,"Salit Camp, Zalit's Yurt"
ACRE,,"mwDagothOdros",,0x01017BC2,""
CELL,,"OdrosalVSDwemerSTrainingSAcademy",,0x014802CA,"Odrosal, Dwemer Training Academy"
REFR,,"AAMWAldsBaroVendorChestREF",,0x01F8AEB1,""
REFR,,"AAMWSedrisOmalenVendorChestREF",,0x01F8AEB0,""
CELL,,"MaarSGanVSOutpost",,0x01480266,"Maar Gan, Outpost"
CELL,,"HalitSMine",,0x01480202,"Halit Mine"
ACHR,,"mwNelacarREF",,0x01841A4B,""
CELL,,"DuniraiSCaverns",,0x0148019E,"Dunirai Caverns"
CELL,,"BerandasVSKeepVSBottomSLevel",,0x0148013A,"Berandas, Keep, Bottom Level"
CELL,,"AranoSPlantation",,0x014800D6,"Arano Plantation"
CELL,,"AkimaesTIlanipuSEggSMine",,0x01480072,"Akimaes-Ilanipu Egg Mine"
CELL,,"AldSDaedroth",,0x0148000E,"Ald Daedroth"
CELL,,"SolstheimVSLukesturmSBarrow",,0x0148057B,"Solstheim, Lukesturm Barrow"
ACHR,,"fbmwTRSothaSilAlmalexiaREF",,0x010084C5,""
REFR,,"fbmwTRSothaSilAlmaAppearMarker",,0x01009DBC,""
CELL,,"SothaSSilVSDomeSofSSothaSSil",,0x01480517,"Sotha Sil, Dome of Sotha Sil"
CELL,,"ZainabSCampVSMinassourAsSYurt",,0x014804B3,"Zainab Camp, Minassour's Yurt"
REFR,,"fbmwBalenAndranoVendorChestREF",,0x01F8B17D,""
CELL,,"VivecVSRedoranSTrader",,0x0148044F,"Vivec, Redoran Trader"
ACRE,,"mwSulSenipulWraithRef",,0x0101E4C3,""
CELL,,"UrshilakuVSJunoSBurial",,0x014803EB,"Urshilaku, Juno Burial"
REFR,,"fbmwElynuSarenVendorChestREF2",,0x01F8B17C,""
CELL,,"SuranVSSuranSTemple",,0x01480387,"Suran, Suran Temple"
REFR,,"fbmwThrevulSerethiVendorChestREF",,0x01F8B17B,""
CELL,,"SadrithSMoraVSThervulSSerethiXSHealer",,0x01480323,"Sadrith Mora, Thervul Serethi: Healer"
CELL,,"Nissintu",,0x014802BF,"Nissintu"
CELL,,"LostSShipwreckVSUpperSLevel",,0x0148025B,"Lost Shipwreck, Upper Level"
REFR,,"mwGnisisShrineofJustice",,0x01872AF1,""
REFR,,"0AAMWZanmulkSammalamusVendorChestREF",,0x01F8AEAF,""
REFR,,"0AAMWMehraDroraVendorChestREF",,0x01F8AEAE,""
ACHR,,"mwMehraDroraREF",,0x01802E9E,""
CELL,,"GnisisVSTemple",,0x014801F7,"Gnisis, Temple"
REFR,,"0AAMWGuldriseDralorVendorChestREF",,0x01F8AEAD,""
CELL,,"DrenSPlantationVSVerethiSandSDralor",,0x01480193,"Dren Plantation, Verethi and Dralor"
CELL,,"BalmoraVSTyravelSManor",,0x0148012F,"Balmora, Tyravel Manor"
REFR,,"mwHRAndasrethRecoverShieldsMarker",,0x01001268,""
CELL,,"AndasrethVSLowerSLevel",,0x014800CB,"Andasreth, Lower Level"
CELL,,"AhemmusaSCampVSKausiAsSYurt",,0x01480067,"Ahemmusa Camp, Kausi's Yurt"
CELL,,"Nchurdamz",,0x01480003,"Nchurdamz"
CELL,,"SolstheimVSHallsSofSPenumbra",,0x01480571,"Solstheim, Halls of Penumbra"
REFR,,"fbmwShrineDeadREF",,0x01F0677E,""
REFR,,"fbmwTRShrineDeadAREF",,0x0101FDEE,""
REFR,,"2shrineUtrigger",,0x01F0677D,""
CELL,,"OldSMournholdXSTempleSShrine",,0x0148050D,"Old Mournhold: Temple Shrine"
REFR,,"mwDAMehrunesDagonStatueREF",,0x01850C05,""
ACHR,,"mwAnelRethelasREF",,0x01821607,""
CELL,,"YasammidanVSShrine",,0x014804A9,"Yasammidan, Shrine"
CELL,,"VivecVSPuzzleSCanalVSLevelS5",,0x01480445,"Vivec, Puzzle Canal, Level 5"
REFR,,"fbmwKurapliVendorChestREF",,0x01F8B17A,""
ACHR,,"mwKurapliREF",,0x0181FD75,""
CELL,,"UrshilakuSCampVSKurapliAsSYurt",,0x014803E1,"Urshilaku Camp, Kurapli's Yurt"
CELL,,"SurSEggSMine",,0x0148037D,"Sur Egg Mine"
REFR,,"fbmwPierletteRostorardVendorChestREF",,0x01F8B179,""
ACHR,,"mwPierletteRostorardREF",,0x0184D06B,""
CELL,,"SadrithSMoraVSPierletteSRostorardXSApothecary",,0x01480319,"Sadrith Mora, Pierlette Rostorard: Apothecary"
REFR,,"2inUdwrvUwallUnchuleftingth1",,0x0182F288,""
REFR,,"2steamUnchuleftingthU01",,0x0183CEDA,""
REFR,,"2steamUnchuleftingthU02",,0x0183CED9,""
CELL,,"NchuleftingthVSTestSofSPattern",,0x014802B5,"Nchuleftingth, Test of Pattern"
CELL,,"LliralaAsSShack",,0x01480251,"Llirala's Shack"
CELL,,"GnisisVSEggmine",,0x014801ED,"Gnisis, Eggmine"
CELL,,"DrelothSAncestralSTomb",,0x01480189,"Dreloth Ancestral Tomb"
ACHR,,"mwOndresNeranoREF",,0x01810830,""
CELL,,"BalmoraVSNeranoSManor",,0x01480125,"Balmora, Nerano Manor"
CELL,,"AlenSAncestralSTomb",,0x014800C1,"Alen Ancestral Tomb"
CELL,,"Addamasartus",,0x0148005D,"Addamasartus"
REFR,,"mwFreedSlaveMarker2",,0x01007C60,""
CELL,,"FreedSlaveCell2",,0x01007C29,"Freed Slave Cell"
CELL,,"SolstheimVSFrossel",,0x01480567,"Solstheim, Frossel"
CELL,,"OldSMournholdXSPalaceSSewers",,0x01480503,"Old Mournhold: Palace Sewers"
REFR,,"fbmwBurcaniusVaroVendorChestREF",,0x01F8B178,""
ACHR,,"Burcanius",,0x01830DFB,""
REFR,,"VaroRentbed",,0x01830EDE,""
CELL,,"VosVSVaroSTradehouse",,0x0148049F,"Vos, Varo Tradehouse"
REFR,,"AAMWMiunGeisVenderChestREF",,0x010079F8,""
ACHR,,"mwMiunGeiREF",,0x01835703,""
CELL,,"VivecVSMiunTGeiXSEnchanter",,0x0148043B,"Vivec, Miun-Gei: Enchanter"
CELL,,"UnexploredSShipwreckVSCabin",,0x014803D7,"Unexplored Shipwreck, Cabin"
CELL,,"SobitbaelSCampVSMalAsSYurt",,0x01480373,"Sobitbael Camp, Mal's Yurt"
ACRE,,"fbmwgatewayREF",,0x0100C22C,""
CELL,,"SadrithSMoraVSGatewaySInnXSSouthSWing",,0x0148030F,"Sadrith Mora, Gateway Inn: South Wing"
CELL,,"MzahnchSLowerSLevel",,0x014802AB,"Mzahnch Lower Level"
